ForecastMonth,Cohort,Segment,OpeningGBV,Coll_Principal,Coll_Interest,Total_Collections,v32_Coll_P_Rate,v32_Coll_I_Rate,ScenA_Revenue,PQ_Revenue_Rate,ScenB_Revenue,v32_Rev_Rate
2025-10-31,202301,NRP-L,1160678.27,-36913.86,-12981.04,-49894.9,-0.03180369698831357,-0.011184012258625295,9672.318916666629,0.0083333333333333,12101.7,0.010426403520072795
2025-10-31,202301,NRP-M,11951897.25,-560296.01,-170889.0,-731185.01,-0.04687925258058925,-0.014298064685922563,162870.71471905315,0.013627184982623,162353.12,0.013583878492596646
2025-10-31,202301,NRP-M,11951897.25,-560296.01,-170889.0,-731185.01,-0.04687925258058925,-0.014298064685922563,167299.40992017218,0.0139977282619437,162353.12,0.013583878492596646
2025-10-31,202301,NRP-M,11951897.25,-560296.01,-170889.0,-731185.01,-0.04687925258058925,-0.014298064685922563,169195.33467805936,0.0141563578684597,162353.12,0.013583878492596646
2025-10-31,202301,NRP-M,11951897.25,-560296.01,-170889.0,-731185.01,-0.04687925258058925,-0.014298064685922563,170233.58478185613,0.0142432269305073,162353.12,0.013583878492596646
2025-10-31,202301,NRP-S,4875102.47,-381200.98,0.0,-381200.98,-0.0781934292347295,0.0,73406.76792225394,0.0150574820476038,73003.78,0.014974819595945847
2025-10-31,202301,NRP-S,4875102.47,-381200.98,0.0,-381200.98,-0.0781934292347295,0.0,72322.65770857231,0.0148351051395587,73003.78,0.014974819595945847
2025-10-31,202301,NRP-S,4875102.47,-381200.98,0.0,-381200.98,-0.0781934292347295,0.0,72718.62128015913,0.0149163267290583,73003.78,0.014974819595945847
2025-10-31,202301,NRP-S,4875102.47,-381200.98,0.0,-381200.98,-0.0781934292347295,0.0,73248.73406180709,0.0150250655268395,73003.78,0.014974819595945847
2025-10-31,202404,NON PRIME,1439613.09,-104798.75,-31539.42,-136338.16999999998,-0.07279646922354673,-0.02190826147600533,29336.79287827217,0.0203782482127001,29034.27,0.02016810641809321
2025-10-31,202404,NON PRIME,1439613.09,-104798.75,-31539.42,-136338.16999999998,-0.07279646922354673,-0.02190826147600533,26005.501386502772,0.0180642295955386,29034.27,0.02016810641809321
2025-10-31,202404,NON PRIME,1439613.09,-104798.75,-31539.42,-136338.16999999998,-0.07279646922354673,-0.02190826147600533,26462.30639246502,0.018381540551611,29034.27,0.02016810641809321
2025-10-31,202404,NON PRIME,1439613.09,-104798.75,-31539.42,-136338.16999999998,-0.07279646922354673,-0.02190826147600533,27039.419168809352,0.0187824210245333,29034.27,0.02016810641809321
2025-10-31,202404,NRP-L,312423.2,-13937.54,-4583.71,-18521.25,-0.04461109162187699,-0.014671477662350298,4071.5191508889425,0.0130320640429038,4045.09,0.012947469970219882
2025-10-31,202404,NRP-L,312423.2,-13937.54,-4583.71,-18521.25,-0.04461109162187699,-0.014671477662350298,3959.437680605144,0.0126733151718731,4045.09,0.012947469970219882
2025-10-31,202404,NRP-L,312423.2,-13937.54,-4583.71,-18521.25,-0.04461109162187699,-0.014671477662350298,3968.6624247409823,0.0127028416095251,4045.09,0.012947469970219882
2025-10-31,202404,NRP-L,312423.2,-13937.54,-4583.71,-18521.25,-0.04461109162187699,-0.014671477662350298,3983.6453534037732,0.0127507987671971,4045.09,0.012947469970219882
2025-10-31,202404,NRP-M,2980564.9,-112823.65,-42971.56,-155795.21,-0.037853109657166,-0.014417253588405338,43066.65947594428,0.0144491601159043,42914.26,0.014398029044762624
2025-10-31,202404,NRP-M,2980564.9,-112823.65,-42971.56,-155795.21,-0.037853109657166,-0.014417253588405338,42388.735999150806,0.0142217121322038,42914.26,0.014398029044762624
2025-10-31,202404,NRP-M,2980564.9,-112823.65,-42971.56,-155795.21,-0.037853109657166,-0.014417253588405338,42566.73337458705,0.0142814314744789,42914.26,0.014398029044762624
2025-10-31,202404,NRP-M,2980564.9,-112823.65,-42971.56,-155795.21,-0.037853109657166,-0.014417253588405338,42745.54212256574,0.014341423037816,42914.26,0.014398029044762624
2025-10-31,202404,NRP-S,1135465.04,-54817.48,0.0,-54817.48,-0.04827755859396605,0.0,17843.036354173193,0.0157142983056292,17789.34,0.015667008118541458
2025-10-31,202404,NRP-S,1135465.04,-54817.48,0.0,-54817.48,-0.04827755859396605,0.0,16924.359887206316,0.0149052232266053,17789.34,0.015667008118541458
2025-10-31,202404,NRP-S,1135465.04,-54817.48,0.0,-54817.48,-0.04827755859396605,0.0,17044.051913859366,0.0150106355664278,17789.34,0.015667008118541458
2025-10-31,202404,NRP-S,1135465.04,-54817.48,0.0,-54817.48,-0.04827755859396605,0.0,17198.670126149318,0.0151468072730353,17789.34,0.015667008118541458
2025-10-31,202405,NON PRIME,1749500.3,-108449.63,-37855.9,-146305.53,-0.06198891763550998,-0.021638121468170082,35767.55791250493,0.0204444422858944,35322.63,0.020190125146020265
2025-10-31,202405,NON PRIME,1749500.3,-108449.63,-37855.9,-146305.53,-0.06198891763550998,-0.021638121468170082,33042.63008877565,0.0188868959260971,35322.63,0.020190125146020265
2025-10-31,202405,NON PRIME,1749500.3,-108449.63,-37855.9,-146305.53,-0.06198891763550998,-0.021638121468170082,33823.87501584971,0.0193334491087825,35322.63,0.020190125146020265
2025-10-31,202405,NON PRIME,1749500.3,-108449.63,-37855.9,-146305.53,-0.06198891763550998,-0.021638121468170082,34550.68428481734,0.0197488873164625,35322.63,0.020190125146020265
2025-10-31,202405,NRP-L,474179.94,-19640.16,-6461.51,-26101.67,-0.04141921313668393,-0.013626704664056435,6115.0406409045245,0.0128960340264595,6170.33,0.013012633980256524
2025-10-31,202405,NRP-L,474179.94,-19640.16,-6461.51,-26101.67,-0.04141921313668393,-0.013626704664056435,5276.957914891576,0.01112859796408,6170.33,0.013012633980256524
2025-10-31,202405,NRP-L,474179.94,-19640.16,-6461.51,-26101.67,-0.04141921313668393,-0.013626704664056435,5295.5265725893705,0.0111677574816627,6170.33,0.013012633980256524
2025-10-31,202405,NRP-L,474179.94,-19640.16,-6461.51,-26101.67,-0.04141921313668393,-0.013626704664056435,5364.092804950385,0.0113123570873757,6170.33,0.013012633980256524
2025-10-31,202405,NRP-M,2724042.47,-78996.49,-39977.81,-118974.3,-0.028999727746535465,-0.014675912890594542,39416.482097209555,0.0144698485913142,39398.4,0.014463210626815227
2025-10-31,202405,NRP-M,2724042.47,-78996.49,-39977.81,-118974.3,-0.028999727746535465,-0.014675912890594542,37626.5466989006,0.0138127606721567,39398.4,0.014463210626815227
2025-10-31,202405,NRP-M,2724042.47,-78996.49,-39977.81,-118974.3,-0.028999727746535465,-0.014675912890594542,37782.45950615405,0.0138699964931729,39398.4,0.014463210626815227
2025-10-31,202405,NRP-M,2724042.47,-78996.49,-39977.81,-118974.3,-0.028999727746535465,-0.014675912890594542,38010.159581520114,0.0139535855259702,39398.4,0.014463210626815227
2025-10-31,202405,NRP-S,1006382.04,-52002.05,0.0,-52002.05,-0.05167227547105272,0.0,16398.41969318072,0.0162944280018955,16347.44,0.016243771599898583
2025-10-31,202405,NRP-S,1006382.04,-52002.05,0.0,-52002.05,-0.05167227547105272,0.0,15766.615176333013,0.0156666301162658,16347.44,0.016243771599898583
2025-10-31,202405,NRP-S,1006382.04,-52002.05,0.0,-52002.05,-0.05167227547105272,0.0,15905.9677870691,0.0158050990129644,16347.44,0.016243771599898583
2025-10-31,202405,NRP-S,1006382.04,-52002.05,0.0,-52002.05,-0.05167227547105272,0.0,16045.277819670355,0.0159435256015403,16347.44,0.016243771599898583
2025-10-31,202405,PRIME,4824.29,-17.64,-49.93,-67.57,-0.0036564966036453034,-0.010349709490930272,48.60369542417588,0.0100747872586797,48.78,0.010111332444774258
2025-10-31,202405,PRIME,4824.29,-17.64,-49.93,-67.57,-0.0036564966036453034,-0.010349709490930272,48.59781996390281,0.010073569367493,48.78,0.010111332444774258
2025-10-31,202405,PRIME,4824.29,-17.64,-49.93,-67.57,-0.0036564966036453034,-0.010349709490930272,48.657014470545846,0.0100858394645732,48.78,0.010111332444774258
2025-10-31,202405,PRIME,4824.29,-17.64,-49.93,-67.57,-0.0036564966036453034,-0.010349709490930272,48.69877992153339,0.0100944967905191,48.78,0.010111332444774258
2025-10-31,202406,NON PRIME,2338555.87,-139655.88,-54128.67,-193784.55,-0.059718855466130046,-0.023146194920714038,51572.93669268569,0.0220533267365067,51178.85,0.021884809619707738
2025-10-31,202406,NON PRIME,2338555.87,-139655.88,-54128.67,-193784.55,-0.059718855466130046,-0.023146194920714038,48159.84009797231,0.020593837725148,51178.85,0.021884809619707738
2025-10-31,202406,NON PRIME,2338555.87,-139655.88,-54128.67,-193784.55,-0.059718855466130046,-0.023146194920714038,49279.9176098316,0.0210727989192029,51178.85,0.021884809619707738
2025-10-31,202406,NON PRIME,2338555.87,-139655.88,-54128.67,-193784.55,-0.059718855466130046,-0.023146194920714038,50236.26817657624,0.0214817481254259,51178.85,0.021884809619707738
2025-10-31,202406,NRP-L,263352.54,-7111.75,-4105.34,-11217.09,-0.02700467593743353,-0.015588761741200599,3974.26828815449,0.0150910573642255,3949.39,0.014996589742403853
2025-10-31,202406,NRP-L,263352.54,-7111.75,-4105.34,-11217.09,-0.02700467593743353,-0.015588761741200599,3916.451195357501,0.0148715147966961,3949.39,0.014996589742403853
2025-10-31,202406,NRP-L,263352.54,-7111.75,-4105.34,-11217.09,-0.02700467593743353,-0.015588761741200599,3909.1421673741715,0.014843761018497,3949.39,0.014996589742403853
2025-10-31,202406,NRP-L,263352.54,-7111.75,-4105.34,-11217.09,-0.02700467593743353,-0.015588761741200599,3907.58760070868,0.0148378580313244,3949.39,0.014996589742403853
2025-10-31,202406,NRP-M,2559981.85,-91630.41,-35456.93,-127087.34,-0.035793382675740455,-0.01385046147885775,36366.6985470154,0.0142058423371304,36457.92,0.014241475969839395
2025-10-31,202406,NRP-M,2559981.85,-91630.41,-35456.93,-127087.34,-0.035793382675740455,-0.01385046147885775,34732.963767846355,0.0135676601644056,36457.92,0.014241475969839395
2025-10-31,202406,NRP-M,2559981.85,-91630.41,-35456.93,-127087.34,-0.035793382675740455,-0.01385046147885775,35001.03139671963,0.0136723748243448,36457.92,0.014241475969839395
2025-10-31,202406,NRP-M,2559981.85,-91630.41,-35456.93,-127087.34,-0.035793382675740455,-0.01385046147885775,35277.71050011196,0.0137804533653674,36457.92,0.014241475969839395
2025-10-31,202406,NRP-S,1206635.83,-64825.57,0.0,-64825.57,-0.0537242210021229,0.0,20022.244106390688,0.0165934440272594,20019.85,0.01659145991048517
2025-10-31,202406,NRP-S,1206635.83,-64825.57,0.0,-64825.57,-0.0537242210021229,0.0,19079.138943115428,0.015811845188714,20019.85,0.01659145991048517
2025-10-31,202406,NRP-S,1206635.83,-64825.57,0.0,-64825.57,-0.0537242210021229,0.0,19270.03757377488,0.0159700525168185,20019.85,0.01659145991048517
2025-10-31,202406,NRP-S,1206635.83,-64825.57,0.0,-64825.57,-0.0537242210021229,0.0,19454.177376380205,0.0161226584630594,20019.85,0.01659145991048517
2025-10-31,202407,NON PRIME,2523024.38,-162986.39,-61334.06,-224320.45,-0.06459960961613856,-0.024309737347841243,57502.55351617671,0.0227911208357712,56938.1,0.022567399844150536
2025-10-31,202407,NON PRIME,2523024.38,-162986.39,-61334.06,-224320.45,-0.06459960961613856,-0.024309737347841243,54675.6637378189,0.0216706838710052,56938.1,0.022567399844150536
2025-10-31,202407,NON PRIME,2523024.38,-162986.39,-61334.06,-224320.45,-0.06459960961613856,-0.024309737347841243,55881.832862122435,0.0221487486625565,56938.1,0.022567399844150536
2025-10-31,202407,NON PRIME,2523024.38,-162986.39,-61334.06,-224320.45,-0.06459960961613856,-0.024309737347841243,56811.177914221684,0.0225170943113208,56938.1,0.022567399844150536
2025-10-31,202407,NRP-L,471704.42,-19033.5,-7131.14,-26164.64,-0.040350480497935555,-0.015117814668770754,6891.6162479444665,0.0146100311036824,6875.44,0.01457573791655376
2025-10-31,202407,NRP-L,471704.42,-19033.5,-7131.14,-26164.64,-0.040350480497935555,-0.015117814668770754,6592.56391878791,0.0139760486424696,6875.44,0.01457573791655376
2025-10-31,202407,NRP-L,471704.42,-19033.5,-7131.14,-26164.64,-0.040350480497935555,-0.015117814668770754,6577.317189077458,0.01394372600765,6875.44,0.01457573791655376
2025-10-31,202407,NRP-L,471704.42,-19033.5,-7131.14,-26164.64,-0.040350480497935555,-0.015117814668770754,6582.603202386872,0.0139549322060346,6875.44,0.01457573791655376
2025-10-31,202407,NRP-M,4349482.11,-125744.04,-64494.7,-190238.74,-0.028910117761123514,-0.014828133182044515,62562.11194923122,0.014383807167615,62632.92,0.014400086818612065
2025-10-31,202407,NRP-M,4349482.11,-125744.04,-64494.7,-190238.74,-0.028910117761123514,-0.014828133182044515,61026.93563034592,0.0140308510500681,62632.92,0.014400086818612065
2025-10-31,202407,NRP-M,4349482.11,-125744.04,-64494.7,-190238.74,-0.028910117761123514,-0.014828133182044515,61538.20418663872,0.0141483980460926,62632.92,0.014400086818612065
2025-10-31,202407,NRP-M,4349482.11,-125744.04,-64494.7,-190238.74,-0.028910117761123514,-0.014828133182044515,61949.27519604539,0.014242908380659,62632.92,0.014400086818612065
2025-10-31,202407,NRP-S,1186959.49,-74312.08,0.0,-74312.08,-0.06260709032285508,0.0,19998.069974421138,0.0168481486882262,19968.82,0.016823505914258286
2025-10-31,202407,NRP-S,1186959.49,-74312.08,0.0,-74312.08,-0.06260709032285508,0.0,19381.687963530578,0.0163288537871925,19968.82,0.016823505914258286
2025-10-31,202407,NRP-S,1186959.49,-74312.08,0.0,-74312.08,-0.06260709032285508,0.0,19579.904545900674,0.0164958490250587,19968.82,0.016823505914258286
2025-10-31,202407,NRP-S,1186959.49,-74312.08,0.0,-74312.08,-0.06260709032285508,0.0,19740.353652827092,0.0166310255902896,19968.82,0.016823505914258286
2025-10-31,202407,PRIME,3074.04,-165.61,-31.92,-197.53000000000003,-0.053873729684714586,-0.010383729554592654,30.840851179462337,0.0100326772519103,30.85,0.010035653407242587
2025-10-31,202407,PRIME,3074.04,-165.61,-31.92,-197.53000000000003,-0.053873729684714586,-0.010383729554592654,30.757822427444943,0.0100056675994603,30.85,0.010035653407242587
2025-10-31,202407,PRIME,3074.04,-165.61,-31.92,-197.53000000000003,-0.053873729684714586,-0.010383729554592654,30.77427795979198,0.0100110206632939,30.85,0.010035653407242587
2025-10-31,202407,PRIME,3074.04,-165.61,-31.92,-197.53000000000003,-0.053873729684714586,-0.010383729554592654,30.78921901079403,0.0100158810590604,30.85,0.010035653407242587
2025-10-31,202408,NON PRIME,2642668.75,-185633.05,-63183.36,-248816.40999999997,-0.07024453972901447,-0.023908921615696254,58003.65741501149,0.0219488944329521,57682.28,0.02182728349892509
2025-10-31,202408,NON PRIME,2642668.75,-185633.05,-63183.36,-248816.40999999997,-0.07024453972901447,-0.023908921615696254,53553.52639362913,0.0202649410349402,57682.28,0.02182728349892509
2025-10-31,202408,NON PRIME,2642668.75,-185633.05,-63183.36,-248816.40999999997,-0.07024453972901447,-0.023908921615696254,55222.867879139245,0.0208966287882805,57682.28,0.02182728349892509
2025-10-31,202408,NON PRIME,2642668.75,-185633.05,-63183.36,-248816.40999999997,-0.07024453972901447,-0.023908921615696254,56461.504766649065,0.0213653356163723,57682.28,0.02182728349892509
2025-10-31,202408,NRP-L,570319.56,-19041.05,-8856.29,-27897.34,-0.033386633276263566,-0.015528645028411791,8717.401304607716,0.0152851171799328,8643.67,0.015155836492790111
2025-10-31,202408,NRP-L,570319.56,-19041.05,-8856.29,-27897.34,-0.033386633276263566,-0.015528645028411791,8685.678993839667,0.0152294951865927,8643.67,0.015155836492790111
2025-10-31,202408,NRP-L,570319.56,-19041.05,-8856.29,-27897.34,-0.033386633276263566,-0.015528645028411791,8685.475769924808,0.0152291388531805,8643.67,0.015155836492790111
2025-10-31,202408,NRP-L,570319.56,-19041.05,-8856.29,-27897.34,-0.033386633276263566,-0.015528645028411791,8686.727764985435,0.0152313341050155,8643.67,0.015155836492790111
2025-10-31,202408,NRP-M,2983355.65,-90249.36,-46326.94,-136576.3,-0.030250955832235422,-0.015528467080349606,45845.82021587022,0.015367199085322,45935.73,0.015397336217691647
2025-10-31,202408,NRP-M,2983355.65,-90249.36,-46326.94,-136576.3,-0.030250955832235422,-0.015528467080349606,45087.13746557045,0.0151128939204987,45935.73,0.015397336217691647
2025-10-31,202408,NRP-M,2983355.65,-90249.36,-46326.94,-136576.3,-0.030250955832235422,-0.015528467080349606,45448.105659270674,0.015233887940672,45935.73,0.015397336217691647
2025-10-31,202408,NRP-M,2983355.65,-90249.36,-46326.94,-136576.3,-0.030250955832235422,-0.015528467080349606,45707.08934360038,0.0153206974648163,45935.73,0.015397336217691647
2025-10-31,202408,NRP-S,1318156.92,-63654.09,0.0,-63654.09,-0.048290221774202724,0.0,22786.43596741489,0.0172865882822319,22768.36,0.017272875220349336
2025-10-31,202408,NRP-S,1318156.92,-63654.09,0.0,-63654.09,-0.048290221774202724,0.0,22469.458417879538,0.0170461180129294,22768.36,0.017272875220349336
2025-10-31,202408,NRP-S,1318156.92,-63654.09,0.0,-63654.09,-0.048290221774202724,0.0,22704.22773101015,0.0172242222352481,22768.36,0.017272875220349336
2025-10-31,202408,NRP-S,1318156.92,-63654.09,0.0,-63654.09,-0.048290221774202724,0.0,22864.995368341297,0.0173461861948434,22768.36,0.017272875220349336
2025-10-31,202409,NON PRIME,2580823.24,-182520.83,-62813.21,-245334.03999999998,-0.0707219414220712,-0.024338439388820753,59016.01860577472,0.0228671292520501,58863.14,0.02280789287994787
2025-10-31,202409,NON PRIME,2580823.24,-182520.83,-62813.21,-245334.03999999998,-0.0707219414220712,-0.024338439388820753,56953.861649268896,0.0220680985689159,58863.14,0.02280789287994787
2025-10-31,202409,NON PRIME,2580823.24,-182520.83,-62813.21,-245334.03999999998,-0.0707219414220712,-0.024338439388820753,58662.4009594926,0.0227301118690688,58863.14,0.02280789287994787
2025-10-31,202409,NON PRIME,2580823.24,-182520.83,-62813.21,-245334.03999999998,-0.0707219414220712,-0.024338439388820753,59762.512071318146,0.0231563755103655,58863.14,0.02280789287994787
2025-10-31,202409,NRP-L,604094.49,-11441.13,-9436.75,-20877.879999999997,-0.01893930533946767,-0.015621314473502316,9197.97618137056,0.0152260554162157,9173.06,0.015184809912767123
2025-10-31,202409,NRP-L,604094.49,-11441.13,-9436.75,-20877.879999999997,-0.01893930533946767,-0.015621314473502316,9020.026863130539,0.0149314834226191,9173.06,0.015184809912767123
2025-10-31,202409,NRP-L,604094.49,-11441.13,-9436.75,-20877.879999999997,-0.01893930533946767,-0.015621314473502316,9050.801828502697,0.0149824273823499,9173.06,0.015184809912767123
2025-10-31,202409,NRP-L,604094.49,-11441.13,-9436.75,-20877.879999999997,-0.01893930533946767,-0.015621314473502316,9075.737692025607,0.0150237054670464,9173.06,0.015184809912767123
2025-10-31,202409,NRP-M,3038266.8,-103236.32,-47190.49,-150426.81,-0.03397868811257787,-0.015532042808090455,46491.62920452676,0.0153020232471114,46592.2,0.015335124617759046
2025-10-31,202409,NRP-M,3038266.8,-103236.32,-47190.49,-150426.81,-0.03397868811257787,-0.015532042808090455,45207.71346047137,0.0148794416146967,46592.2,0.015335124617759046
2025-10-31,202409,NRP-M,3038266.8,-103236.32,-47190.49,-150426.81,-0.03397868811257787,-0.015532042808090455,45572.56690861902,0.0149995276611715,46592.2,0.015335124617759046
2025-10-31,202409,NRP-M,3038266.8,-103236.32,-47190.49,-150426.81,-0.03397868811257787,-0.015532042808090455,45838.16682274579,0.0150869458938714,46592.2,0.015335124617759046
2025-10-31,202409,NRP-S,1203094.88,-70355.19,0.0,-70355.19,-0.05847850503694273,0.0,20296.70379948289,0.0168704099210221,20335.81,0.01690291458974541
2025-10-31,202409,NRP-S,1203094.88,-70355.19,0.0,-70355.19,-0.05847850503694273,0.0,20107.171321013582,0.0167128724885053,20335.81,0.01690291458974541
2025-10-31,202409,NRP-S,1203094.88,-70355.19,0.0,-70355.19,-0.05847850503694273,0.0,20363.851347552158,0.0169262222673179,20335.81,0.01690291458974541
2025-10-31,202409,NRP-S,1203094.88,-70355.19,0.0,-70355.19,-0.05847850503694273,0.0,20524.75145360138,0.0170599607685151,20335.81,0.01690291458974541
2025-10-31,202409,PRIME,10148.72,-449.93,-105.09,-555.02,-0.0443336696647459,-0.010355000433552213,102.08063711180488,0.0100584740845944,102.1,0.010060381998912179
2025-10-31,202409,PRIME,10148.72,-449.93,-105.09,-555.02,-0.0443336696647459,-0.010355000433552213,101.99001885342514,0.010049545051339,102.1,0.010060381998912179
2025-10-31,202409,PRIME,10148.72,-449.93,-105.09,-555.02,-0.0443336696647459,-0.010355000433552213,102.03522589853833,0.0100539995091537,102.1,0.010060381998912179
2025-10-31,202409,PRIME,10148.72,-449.93,-105.09,-555.02,-0.0443336696647459,-0.010355000433552213,102.06564533500189,0.0100569968759609,102.1,0.010060381998912179
2025-10-31,202410,NON PRIME,3386607.26,-246168.04,-94915.45,-341083.49,-0.07268868844272189,-0.028026707177141057,78632.0939982851,0.0232185452759837,89167.71,0.026329510083197546
2025-10-31,202410,NON PRIME,3386607.26,-246168.04,-94915.45,-341083.49,-0.07268868844272189,-0.028026707177141057,73856.18264995546,0.0218083104947798,89167.71,0.026329510083197546
2025-10-31,202410,NON PRIME,3386607.26,-246168.04,-94915.45,-341083.49,-0.07268868844272189,-0.028026707177141057,76380.67298649561,0.022553743945643,89167.71,0.026329510083197546
2025-10-31,202410,NON PRIME,3386607.26,-246168.04,-94915.45,-341083.49,-0.07268868844272189,-0.028026707177141057,77968.4100691152,0.0230225721742282,89167.71,0.026329510083197546
2025-10-31,202410,NRP-L,463335.09,-6298.99,-6255.81,-12554.8,-0.013594890902823698,-0.013501697011551619,7537.15706668177,0.0162671837927962,6867.36,0.014821584093706349
2025-10-31,202410,NRP-L,463335.09,-6298.99,-6255.81,-12554.8,-0.013594890902823698,-0.013501697011551619,7241.1049176467295,0.0156282247425869,6867.36,0.014821584093706349
