CalendarMonth,Segment,Cohort,MOB,OpeningGBV,Coll_Principal,Coll_Interest,InterestRevenue,WO_DebtSold,WO_Other,ClosingGBV_Reported,Provision_Balance,Coll_Principal_Rate,Coll_Interest_Rate,InterestRevenue_Rate_Annual,WO_DebtSold_Rate,WO_Other_Rate,Coverage_Ratio,GBV_Runoff_Rate,DataType
2022-09-30,NON PRIME,202101,6,5262006.32,-292911.14,-162457.36,177847.843977,77783.263226,12.34,4846708.060000001,994420.18,-0.05566529612225931,-0.03087365353069359,0.4112149061526593,0.01478205431459839,2.34511310887213e-06,0.2051743508561974,0.07892393789447211,Actual
2022-09-30,NON PRIME,202101,7,4160026.88,-212009.25,-120357.87,134334.950595,201578.598855,69.16,3678078.43,957684.13,-0.05096343271705014,-0.02893199334327378,0.3928841357805121,0.04845608085469871,1.662489257761719e-05,0.2603762122603785,0.1158522442047297,Actual
2022-09-30,NON PRIME,202101,8,3825341.78,-199573.95,-112003.46,124083.500666,195397.732196,4.1,3365298.66,972619.99,-0.05217153433019519,-0.02927933409390677,0.394652995277283,0.05107981023227682,1.071799654984031e-06,0.2890144644695517,0.1202619651936042,Actual
2022-09-30,NON PRIME,202101,9,3734683.26,-239928.85,-108500.73,117945.686193,205460.48967,4.1,3243655.09,1104538.91,-0.06424342662997344,-0.02905219062673604,0.3842376310866855,0.05501416729781791,1.097817328690948e-06,0.3405229222444857,0.1314778619271718,Actual
2022-09-30,NON PRIME,202101,10,3771925.93,-252548.58,-104424.76,117743.422246,278068.003543,2.03,3188952.4,1215144.13,-0.06695480894557226,-0.0276847323987616,0.3797913843604205,0.07372043054488081,5.381866021955526e-07,0.3810480614260658,0.1545559326505651,Actual
2022-09-30,NON PRIME,202101,11,2868741.86,-179413.44,-81951.9,85954.79508299999,282165.205649,19379.15,2362681.48,1007604.21,-0.06254081013758415,-0.02856719216974092,0.3645442466463329,0.09835852071019037,0.00675527842717783,0.4264663766696135,0.1764049903047045,Actual
2022-09-30,NON PRIME,202101,12,3197242.22,-219001.04,-84579.99,94841.619915,209293.67884,8921.28,2740420.13,1142504.61,-0.0684968560186222,-0.02645404513643636,0.3609067740987418,0.06546068906846851,0.002790304702031615,0.4169085599294587,0.1428800380347787,Actual
2022-09-30,NON PRIME,202101,13,2635497.21,-121821.1,-71631.05,80429.44229199999,189689.008819,460.21,2297972.19,1106730.15,-0.04622319444610605,-0.02717933061291308,0.3712992792554186,0.0719746574191972,0.0001746198016274887,0.4816116377805251,0.1280688208355189,Actual
2022-09-30,NON PRIME,202101,14,2040747.72,-94001.36,-52977.32,60903.367165,167449.163652,1112.33,1769016.53,813311.2100000001,-0.04606221488269015,-0.02595975949442687,0.3630977802460397,0.08205284857650116,0.0005450600233918183,0.4597533127629961,0.1331527593229408,Actual
2022-09-30,NON PRIME,202101,15,1396713.3,-75280.72,-39832.56,41915.971267,137146.808795,2.95,1174776.87,645783.5,-0.05389847723222797,-0.02851878048272326,0.3651269379443631,0.09819252726740697,2.1121013167126e-06,0.5497073669828041,0.1588990596710148,Actual
2022-09-30,NON PRIME,202101,16,1298760.09,-66739.75,-34488.9,37290.034117,146977.70979,0.0,1063999.74,616813.59,-0.05138728123374964,-0.02655525086238213,0.3493296557104451,0.1131677135151266,0.0,0.5797121623356788,0.1807572867441593,Actual
2022-09-30,NON PRIME,202101,17,1156187.24,-70518.26,-30333.94,33054.179599,114158.525596,4199.16,942273.78,565005.69,-0.06099207598935272,-0.02623618299056821,0.3478322292513509,0.09873705715347628,0.00363190308171884,0.5996194545496107,0.1850162781592365,Actual
2022-09-30,NON PRIME,202101,18,1049130.01,-78555.67,-27665.89,29449.744053,108527.876635,122.13,859073.62,563052.68,-0.07487696400944627,-0.02637031610600863,0.3415260414784055,0.103445593587586,0.000116410739218107,0.6554184261879675,0.1811561848278461,Actual
2022-09-30,NON PRIME,202101,19,749685.8200000001,-37077.98,-18874.61,20868.109827,82973.968618,0.0,624318.7100000001,404055.48,-0.04945802496304385,-0.02517669335135617,0.3386689856672225,0.1106783220442932,0.0,0.64719425115419,0.1672261988362004,Actual
2022-09-30,NON PRIME,202101,20,581496.07,-39307.35,-14786.06,15859.481238,55398.10060400001,0.0,483058.87,280991.57,-0.06759693148055154,-0.02542761810926771,0.3318285912559993,0.09526822873282706,0.0,0.5816921858820231,0.1692826574047181,Actual
2022-09-30,NON PRIME,202201,0,454950.07,-176571.15,-2517.79,126403.170013,0.0,0.0,6490803.109999999,8804.93,-0.3881110513951564,-0.005534211699319004,3.380382456382887,0.0,0.0,0.001356523969496896,-13.26706695528149,Actual
2022-09-30,NRP-M,202001,30,56628.46,-2459.86,-622.38,618.527177,0.0,0.0,54164.75,0.0,-0.04343858194271927,-0.01099058671205256,0.1328910231151144,0.0,0.0,0.0,0.04350656895843538,Actual
2022-09-30,NRP-M,202101,1,2514218.28,-40938.89,-32537.52,35714.267096,0.0,0.0,2476456.12,6619.4,-0.01628294978429638,-0.01294140618530544,0.1728265148884899,0.0,0.0,0.00267293248062881,0.01501944373739884,Actual
2022-09-30,NRP-M,202101,2,1978771.7,-47926.62,-30120.17,28243.289137,0.0,0.0,1928756.19,32067.78,-0.02422038884020829,-0.01522164987502095,0.1736565590159626,0.0,0.0,0.01662614495614399,0.02527603866580466,Actual
2022-09-30,NRP-M,202101,3,1576431.62,-38874.86,-21210.21,20817.976009,0.0,0.0,1536952.03,19333.99,-0.02466003568235963,-0.01345457026547082,0.1606700674883486,0.0,0.0,0.01257943619749798,0.02504364255266578,Actual
2022-09-30,NRP-M,202101,4,2855231.47,-92049.32,-35316.96,34888.180203,0.0,0.0,2763012.3,70396.59,-0.03223882930934494,-0.01236921082268682,0.1486649553972939,0.0,0.0,0.02547820362580362,0.03229831660548346,Actual
2022-09-30,NRP-M,202101,5,2641957.32,-76030.92,-32246.46,33063.81047300001,0.0,0.0,2566692.97,104242.41,-0.02877825444962146,-0.01220551889914709,0.1522645190781634,0.0,0.0,0.04061350976466812,0.02848810214693421,Actual
2022-09-30,NRP-M,202101,6,2431010.06,-129351.36,-30040.35,31705.409641,0.0,0.0,2302432.52,199831.3,-0.05320889540045753,-0.01235714754713932,0.1586785497021623,0.0,0.0,0.08679138183819606,0.05289058326644688,Actual
2022-09-30,NRP-M,202101,7,3387716.24,-90658.68000000001,-43761.09,46356.563278,10477.21,0.0,3286333.15,350841.35,-0.02676100168295088,-0.01291757836246639,0.1664852700932433,0.003092705899122177,0.0,0.1067576943621799,0.02992667709382881,Actual
2022-09-30,NRP-M,202101,8,4319295.09,-190700.39,-56443.99000000001,61075.210426,16561.47,0.0,4114538.33,391362.78,-0.04415081304389416,-0.01306787075758698,0.1720377310107948,0.003834299267568681,0.0,0.09511705776234682,0.04740513341495262,Actual
2022-09-30,NRP-M,202101,9,2834717.69,-116627.69,-37143.29,40835.077202,27421.13,0.0,2692338.08,426828.76,-0.04114261198264156,-0.0131029943937733,0.1752649917757184,0.009673319532570456,0.0,0.1585346072139648,0.0502270862817383,Actual
2022-09-30,NRP-M,202101,10,708554.66,-25307.25,-10375.75,10629.140735,0.0,0.0,682966.79,80943.49,-0.03571672226388293,-0.01464354210866385,0.1825140946442062,0.0,0.0,0.1185174611491724,0.03611276792675387,Actual
2022-09-30,NRP-M,202101,11,3244939.62,-113195.41,-40896.4,45034.233468,32338.21,0.0,3100649.5,455943.72,-0.03488367219603303,-0.01260313127182317,0.1688526047809789,0.00996573551035751,0.0,0.147047810466807,0.0444661956452674,Actual
2022-09-30,NRP-M,202101,12,5088436.23,-159495.35,-66555.88,71634.048523,117713.522581,0.0,4813630.05,788018.96,-0.03134466912637324,-0.01307982983212114,0.1712800457682392,0.02313353597456797,0.0,0.1637057588170907,0.05400601826938877,Actual
2022-09-30,NRP-M,202101,13,2790688.38,-74222.56000000001,-37196.64,41008.018351,67020.156854,0.0,2650948.97,465712.09,-0.02659650591299628,-0.01332884039170292,0.1787841643348107,0.02401563619009299,0.0,0.1756775008762239,0.05007345535297644,Actual
2022-09-30,NRP-M,202101,14,1801357.73,-72873.94,-23063.67,24334.156117,45407.615484,0.0,1682809.57,269820.22,-0.04045500723501489,-0.01280349239681559,0.1643568965561142,0.02520743921530789,0.0,0.1603391285681837,0.06581044843324925,Actual
2022-09-30,NRP-M,202101,15,1506462.45,-60700.31,-18193.84,18956.412134,18415.93,0.0,1427525.92,191883.92,-0.04029327780456791,-0.01207719448964692,0.1530979730894277,0.01222461933916773,0.0,0.1344171179742922,0.05239860442588531,Actual
2022-09-30,NRP-M,202101,16,1464518.16,-58851.12,-20800.8,20151.573841,4118.5,0.0,1400517.87,153087.63,-0.04018462973514784,-0.01420316973058224,0.1674117047016792,0.002812187730058602,0.0,0.1093078733797234,0.04370057794298708,Actual
2022-09-30,NRP-M,202101,17,1219253.35,-43911.71,-15066.14,15955.477138,39854.061935,0.0,1135743.34,196401.5,-0.03601524654412473,-0.01235685758009195,0.1592162710446247,0.03268726875755559,0.0,0.1729277144605576,0.06849274599081479,Actual
2022-09-30,NRP-M,202101,18,1048311.4,-38290.02,-13472.43,13701.484246,10036.05,0.03,999580.73,189037.44,-0.03652542555580335,-0.0128515534601646,0.1590189629337873,0.009573538931275572,2.861745088339209e-08,0.1891167309717945,0.04648491850799299,Actual
2022-09-30,NRP-M,202101,19,337526.75,-15828.46,-4034.73,4264.272619,13034.86,0.0,308859.98,45818.18,-0.04689542384418421,-0.01195380810557978,0.1537122125317969,0.03861874651416518,0.0,0.1483461211128745,0.08493184614256488,Actual
2022-09-30,NRP-M,202101,20,173694.56,-12628.77,-2066.9,2306.086342,0.0,0.0,161282.55,27151.54,-0.07270676755794771,-0.01189962425996531,0.1615328875450484,0.0,0.0,0.1683476606737679,0.0714588297986994,Actual
2022-09-30,NRP-M,202201,0,98400.0,-44347.31,-57.22,10069.071003,0.0,0.0,1224617.56,4309.28,-0.4506840447154472,-0.0005815040650406504,1.244990147728658,0.0,0.0,0.003518878171239027,-11.44530040650407,Actual
2022-09-30,NRP-S,201912,33,3676978.39,-250298.16,-47594.85,47489.000582,94250.39322499999,5704.29,3322687.98,875016.89,-0.06807169731557763,-0.01294401134622931,0.1571352287480627,0.02563256653379461,0.001551352603951529,0.2633460906551929,0.09635368294889535,Actual
2022-09-30,NRP-S,202001,23,49114.63,-4057.63,-697.92,663.982447,1430.353697,0.0,43415.72,7280.04,-0.08261550580753636,-0.01421002255336139,0.1644816036518379,0.02912276234189283,0.0,0.167682120669656,0.116032839909412,Actual
2022-09-30,NRP-S,202001,24,40106.03,-8071.0,-816.28,679.670979,0.0,50.4,31921.31,745.89,-0.201241558937646,-0.02035304915495251,0.2061867066997157,0.0,0.00125666888495321,0.02336652223859234,0.2040770427788539,Actual
2022-09-30,NRP-S,202001,25,3845.76,-203.51,-167.93,78.58605,0.0,0.0,3552.9,0.0,-0.05291801880512564,-0.04366627142619404,0.2486193301194042,0.0,0.0,0.0,0.0761513979031453,Actual
2022-09-30,NRP-S,202001,30,299391.91,-19379.5,-3399.15,3794.318409999999,1538.8,37.99,278651.43,56116.16,-0.0647295379491049,-0.01135351319279135,0.1541932356210515,0.005139751438173462,0.0001268905362205679,0.2013847910272702,0.06927535216298943,Actual
2022-09-30,NRP-S,202001,31,388629.66,-33585.05,-5296.509999999999,5068.654371,5842.23258,0.15,348920.18,33500.81,-0.08641916316937828,-0.01362868186643294,0.1586822482373064,0.01503290453950427,3.859715699517119e-07,0.09601281874840256,0.1021782022504407,Actual
2022-09-30,NRP-S,202001,32,508322.93,-42991.21000000001,-7178.61,6770.799913,5784.59861,58.5,458852.93,63439.61,-0.08457460299892434,-0.01412214475550021,0.1620585276532118,0.01137977114272614,0.0001150843224798063,0.1382569574089894,0.09732002449702594,Actual
2022-09-30,NRP-S,202101,1,5769464.15,-225386.86,-81852.8,88186.098154,0.0,0.0,5550936.97,8284.75,-0.03906547543067756,-0.01418724475478368,0.1859671596839139,0.0,0.0,0.001492495779500808,0.03787651232740576,Actual
2022-09-30,NRP-S,202101,2,5467697.359999999,-226579.02,-91624.23,87616.973011,0.0,2.17,5237840.23,39406.85,-0.04143956863040423,-0.01675737041890702,0.1949644310538736,0.0,3.968763918564798e-07,0.007523492177996426,0.04203910986031602,Actual
2022-09-30,NRP-S,202101,3,4215260.27,-205396.03,-63538.68000000001,62280.81359,0.0,0.0,4009264.98,50562.34,-0.04872677292593371,-0.01507348916322076,0.1797634903047952,0.0,0.0,0.01261137396810325,0.04886893733847651,Actual
2022-09-30,NRP-S,202101,4,7100735.95,-340291.4999999999,-99067.29,96287.749394,0.0,0.0,6753613.760000001,195941.87,-0.04792341278371293,-0.01395169327483583,0.164983032633446,0.0,0.0,0.0290128924992003,0.04888538208493719,Actual
2022-09-30,NRP-S,202101,5,5445254.11,-314480.92,-77146.8,74986.379656,0.0,8.6,5126917.37,179517.12,-0.05775321291663282,-0.01416771346966579,0.1675466869652969,0.0,1.579356964114205e-06,0.03501463102378808,0.05846131944795506,Actual
2022-09-30,NRP-S,202101,6,4236690.71,-261227.91,-62659.09,62572.87749799999,10735.41,0.0,3963939.81,257567.22,-0.06165848013956157,-0.01478963046608611,0.1796929242664337,0.002533914022720813,0.0,0.06497758097896042,0.06437828925208465,Actual
2022-09-30,NRP-S,202101,7,4517473.49,-283969.42,-65875.76,66362.736326,35948.413581,80.3,4189084.44,291540.84,-0.06286022942439004,-0.01458243421811425,0.1787311632826722,0.007957636865069903,1.77754225183068e-05,0.06959536007825136,0.07269307738649282,Actual
2022-09-30,NRP-S,202101,8,5190386.84,-333332.94,-77957.55,77618.178943,74001.58727,0.0,4782329.23,417208.34,-0.06422121323041888,-0.01501960304754472,0.1819429918393456,0.01425743197013809,0.0,0.08723956882408113,0.0786179571155046,Actual
2022-09-30,NRP-S,202101,9,3879685.03,-251459.39,-60073.56,60844.340109,55008.22635,0.0,3567277.68,423712.68,-0.06481438262528233,-0.01548413325707525,0.1908074492994345,0.01417852890753866,0.0,0.1187775996176446,0.08052389500288895,Actual
2022-09-30,NRP-S,202101,10,6130026.670000001,-385453.84,-91183.09,91995.250042,116119.987435,92.69,5619738.7,719359.98,-0.06287963507343108,-0.01487482761636989,0.1825890167257081,0.01894281928711413,1.512065199546676e-05,0.128005948034559,0.08324400487477823,Actual
2022-09-30,NRP-S,202101,11,5454408.98,-360335.52,-80710.12,80719.20477299999,138624.88419,23760.37,4923436.579999999,668535.75,-0.06606316492240742,-0.01479722556484937,0.1800531756369138,0.02541519799822565,0.004356176826329587,0.1357864043005506,0.09734737566378832,Actual
2022-09-30,NRP-S,202101,12,3376165.04,-208162.03,-47040.56,49861.950839,65893.032903,718.42,3088601.51,425631.59,-0.06165635492748304,-0.0139331340271209,0.1796872273779108,0.01951712434739268,0.0002127917301104451,0.1378072207184798,0.08517460686696755,Actual
2022-09-30,NRP-S,202101,13,3299571.73,-181237.32,-47138.87,48184.746332,89587.047487,179.58,3024307.32,463442.04,-0.05492752842806058,-0.01428636012710656,0.1776738907383394,0.02715111378621249,5.442524506051578e-05,0.1532390696326457,0.08342428427825091,Actual
2022-09-30,NRP-S,202101,14,1867492.66,-107888.52,-25472.92,26113.889556,41252.081936,125.46,1708662.06,273194.53,-0.05777185758791684,-0.01364017141572059,0.1701313190692808,0.02208955505934894,6.71809869389259e-05,0.1598879827647136,0.08505018702456366,Actual
2022-09-30,NRP-S,202101,15,1534466.81,-99969.9,-20531.97,20558.730827,31102.841259,0.0,1388191.23,218941.4,-0.06514960072678273,-0.01338052401407105,0.1630085599973539,0.0202694780078039,0.0,0.1577170315360658,0.09532664965233092,Actual
2022-09-30,NRP-S,202101,16,1287985.0,-65915.89,-17663.11,18176.414066,29610.11258,0.0,1192373.45,194441.19,-0.05117752924141197,-0.01371375443036992,0.1716994927241647,0.02298948557630717,0.0,0.163070714129034,0.0742334343955871,Actual
2022-09-30,NRP-S,202101,17,1114175.24,-67424.59,-14533.17,15335.714841,25610.55871,2496.8,1013624.61,205340.38,-0.06051524713473259,-0.01304388167879229,0.1674642586434608,0.02298611366556665,0.002240940123566199,0.2025803023863045,0.0902466922528273,Actual
2022-09-30,NRP-S,202101,18,1019439.4,-61125.39,-14209.0,14375.765267,20645.9,148.14,937396.3400000001,147862.95,-0.05995980732155339,-0.0139380526199007,0.1715699276306501,0.02025220920439214,0.0001453151604695679,0.1577379211871043,0.0804786042211042,Actual
2022-09-30,NRP-S,202101,19,424439.51,-13798.47,-5874.81,6214.214834,3350.67,0.0,407106.92,76934.48,-0.03250986224161836,-0.0138413363072632,0.1781320510909395,0.00789434046797387,0.0,0.1889785612094238,0.04083641977628324,Actual
2022-09-30,NRP-S,202101,20,328852.27,-16538.46,-4144.91,4501.186203,18698.140188,0.0,292941.33,75514.17,-0.05029145762016484,-0.01260417025553754,0.166532017968129,0.05685878400048752,0.0,0.2577791600795968,0.1092008274718613,Actual
2022-09-30,NRP-S,202201,0,290494.92,-60660.86,-692.58,32393.895689,0.0,0.0,3329540.4,1554.38,-0.2088190044769113,-0.002384138077182211,1.356738805906944,0.0,0.0,0.000466845213831915,-10.46161316693593,Actual
2022-09-30,PRIME,202101,1,1159023.55,-38450.45,-8157.19,9403.72,0.0,0.0,1121839.55,9988.45,-0.03317486516990961,-0.007037984689784776,0.09871406553099517,0.0,0.0,0.008903635105394528,0.03208217814038377,Actual
2022-09-30,PRIME,202101,2,3432867.61,-72469.29,-32257.95,30322.218066,0.0,0.0,3358493.13,24631.3,-0.02111042377192052,-0.009396794069783542,0.1074670979819697,0.0,0.0,0.007334033165046254,0.02166540876302538,Actual
2022-09-30,PRIME,202101,3,3685677.1,-78903.45999999999,-33164.39,32242.762356,0.0,0.0,3605922.19,23117.42,-0.02140813149366774,-0.008998181094051892,0.1064355154709565,0.0,0.0,0.006410959189332923,0.02163914739031242,Actual
2022-09-30,PRIME,202101,4,7031018.62,-172271.61,-60426.63,58648.843607,0.0,0.0,6856730.909999999,88511.16,-0.02450165748529905,-0.008594292415627255,0.1014875609235456,0.0,0.0,0.01290865299539661,0.02478840114350328,Actual
2022-09-30,PRIME,202101,5,4411862.63,-137090.01,-36375.67,36004.031287,0.0,0.0,4273663.35,43160.49000000001,-0.03107304589853016,-0.008244968860238516,0.09928891356374046,0.0,0.0,0.01009917872918091,0.031324474851113,Actual
2022-09-30,PRIME,202101,6,2427459.04,-91171.37999999999,-20239.89,20008.788917,0.0,0.0,2336104.53,61510.64,-0.03755835979007909,-0.00833789146036425,0.100286044437987,0.0,0.0,0.02633043136986682,0.03763380081585219,Actual
2022-09-30,PRIME,202101,7,1098964.13,-35744.18,-8951.73,9023.950303,0.0,0.0,1062942.43,63726.84,-0.03252533820189382,-0.008145607081825318,0.09990443942257393,0.0,0.0,0.05995323754269552,0.03277786691727596,Actual
2022-09-30,PRIME,202101,8,2576850.21,-116810.52,-22911.08,22434.566768,0.0,0.0,2459713.23,56013.95,-0.04533073732679246,-0.008891118277301808,0.1059254025003391,0.0,0.0,0.02277255304269758,0.04545742687930626,Actual
2022-09-30,PRIME,202101,9,961696.4800000001,-54773.03,-7876.179999999999,7585.981118,0.0,0.0,906767.1799999999,49194.5,-0.05695459132802482,-0.008189881281462108,0.09597217575584067,0.0,0.0,0.05425262524389116,0.05711708542387527,Actual
2022-09-30,PRIME,202101,10,310432.18,-12550.3,-2723.7,2472.532414,0.0,0.0,297676.46,17795.54,-0.04042847619728084,-0.008773897087602194,0.09690515237069386,0.0,0.0,0.05978148221730398,0.04109019883183494,Actual
2022-09-30,PRIME,202101,11,1256690.53,-37888.45,-9436.84,10113.147728,0.0,0.0,1219161.3,108857.8,-0.03014938769372281,-0.007509279154033253,0.09791057895322353,0.0,0.0,0.08928908750630454,0.02986354166287859,Actual
2022-09-30,PRIME,202101,12,1290289.83,-51814.35,-10718.47,10845.348295,0.0,0.0,1238422.39,84950.89,-0.0401571405085011,-0.008307025096834253,0.1022651923011489,0.0,0.0,0.06859605469503827,0.04019828630285333,Actual
2022-09-30,PRIME,202101,13,2034324.85,-102074.39,-17204.74,17019.410019,9472.74,0.0,1922307.46,162086.02,-0.05017605226618552,-0.008457223535366046,0.1017878184816451,0.004656453958176837,0.0,0.08431846797286006,0.05506366891207169,Actual
2022-09-30,PRIME,202101,14,629333.17,-21674.17,-5424.49,5616.434487,0.0,0.0,607813.13,44131.17,-0.03443989770950735,-0.008619424906524472,0.1085804618537745,0.0,0.0,0.07260647692819666,0.03419498768831784,Actual
2022-09-30,PRIME,202101,15,918881.55,-48193.38,-8630.79,8233.354121,3992.206129,0.0,866083.3,88552.37,-0.05244786991315693,-0.009392712259811942,0.1090156561951138,0.004344636290716687,0.0,0.1022446339745842,0.0574592557658819,Actual
2022-09-30,PRIME,202101,16,948595.77,-63109.49,-8460.06,8342.641867,13589.34,0.0,871788.82,64567.32,-0.06652938163534083,-0.008918509092655978,0.1070025251273961,0.0143257438307995,0.0,0.07406302824576255,0.08096910446901957,Actual
2022-09-30,PRIME,202101,17,480904.33,-29980.24,-4413.14,4190.776394,0.0,0.0,450691.64,38362.43,-0.06234138087298986,-0.00917675247382364,0.1060247876336096,0.0,0.0,0.08511901840469019,0.06282474104568794,Actual
2022-09-30,PRIME,202101,18,943.21,-16.95,-10.95,10.632963,0.0,0.0,925.94,0.0,-0.017970547386054,-0.01160929167417648,0.1371568542530295,0.0,0.0,0.0,0.01830981435735412,Actual
2022-09-30,PRIME,202201,0,62500.0,-14000.0,-16.64,4400.293331,0.0,0.0,679750.26,0.0,-0.224,-0.00026624,0.8565904351013331,0.0,0.0,0.0,-9.87600416,Actual
2022-10-31,NON PRIME,201912,34,2643799.96,-86669.68999999999,-6207.339999999999,9779.667269000001,2036633.264152,12964.3,2516996.01,4598489.98,-0.03278224196659719,-0.0023478856547074,0.0435538607331064,0.7703431783666416,0.004903661470665882,1.826975474625405,0.04796276265924453,Actual
2022-10-31,NON PRIME,202001,22,525481.3500000001,-49300.1,-15614.55,15591.033981,76332.68,0.0,469933.71,261140.4,-0.09381893382134303,-0.02971475581388378,0.3493403747093482,0.1452623960869401,0.0,0.5556962491582058,0.1057081093363259,Actual
2022-10-31,NON PRIME,202001,23,391190.53,-50388.34,-11536.91,11307.681875,67234.49,2552.36,335955.14,184757.67,-0.1288076682224388,-0.02949179265663716,0.340342684113132,0.1718714663159152,0.006524595572392817,0.549947442387695,0.1411981777779744,Actual
2022-10-31,NON PRIME,202001,24,332438.49,-41107.86,-8120.2,8017.573775999999,89803.071,2381.54,295453.63,248457.15,-0.1236555369987392,-0.02442617279364974,0.2839637053672598,0.2701343968924898,0.007163851574467204,0.8409344979108904,0.1112532426675382,Actual
2022-10-31,NON PRIME,202001,25,323539.71,-28052.84,-8086.2,8764.707926,116490.82,1111.72,293554.83,234873.54,-0.08670601825043361,-0.02499291354375016,0.3189635285134131,0.3600510737924565,0.003436116079846891,0.8001010918471346,0.09267758816993439,Actual
2022-10-31,NON PRIME,202001,26,306485.04,-21926.13,-7192.200000000001,7636.279380999999,81497.09000000001,65.49,284055.28,213886.48,-0.07154062071023108,-0.02346672450962044,0.2933618927091894,0.2659088678520818,0.0002136809026633078,0.752974843488211,0.07318386567905551,Actual
2022-10-31,NON PRIME,202001,27,229631.59,-11110.7,-5746.54,6151.704297,70493.54000000001,338.05,212773.98,168883.12,-0.04838489338509566,-0.0250250411975112,0.3154241846486478,0.3069853760103303,0.001472140657999189,0.7937207359659296,0.07341154585917375,Actual
2022-10-31,NON PRIME,202001,28,48531.88,-6053.77,-1299.41,1200.410756,14661.28,0.0,42516.24,29533.69,-0.1247380072645033,-0.0267743594519726,0.2912285404709168,0.3020958594639235,0.0,0.6946449168600045,0.1239523381332023,Actual
2022-10-31,NON PRIME,202001,29,3837.65,-249.09,-122.76,127.024113,0.0,0.0,3582.94,1003.6,-0.06490690917618856,-0.03198832618920434,0.3897193573604142,0.0,0.0,0.2801051650320686,0.06637134704832386,Actual
2022-10-31,NON PRIME,202001,31,214651.73,-17779.93,-4055.65,3546.594039,88295.58,200.59,195153.2,236777.36,-0.08283152434876719,-0.01889409416826037,0.1945397069603955,0.4113434352474122,0.0009344904883832057,1.213289661660685,0.09083798206518065,Actual
2022-10-31,NON PRIME,202001,32,116166.63,-13659.16,-2652.84,1943.203507,95222.67,0.0,101648.43,160867.13,-0.1175824761379408,-0.02283650649071941,0.1969554784822679,0.8197076044988134,0.0,1.582583518505893,0.1249773708680367,Actual
2022-10-31,NON PRIME,202001,33,204794.22,-21306.85,-3414.16,3351.478652,101247.55,151.97,176763.17,218906.08,-0.1040402898089604,-0.01667117362980264,0.1926858986642078,0.494386755641834,0.0007420619585845733,1.238414540766609,0.1368742242823065,Actual
2022-10-31,NON PRIME,202101,2,10663208.02,-494612.53,-369517.55,368256.120407,0.0,207.63,10167450.76,336626.45,-0.04638496492540525,-0.03465350664705498,0.4066242381202426,0.0,1.947162613826603e-05,0.03310824492254536,0.04649231817199432,Actual
2022-10-31,NON PRIME,202101,3,7222045.47,-341617.52,-246929.94,258433.735605,0.0,0.0,6895208.07,512619.96,-0.0473020450257564,-0.034191136157441,0.421327840580041,0.0,0.0,0.07434437870415127,0.04525551678643744,Actual
2022-10-31,NON PRIME,202101,4,5671773.34,-260899.61,-186716.58,196539.77765,0.0,0.0,5417185.63,616617.93,-0.04599965378729327,-0.03292031765148076,0.4080024435546404,0.0,0.0,0.1138262507722114,0.04488679196760708,Actual
2022-10-31,NON PRIME,202101,5,7277238.43,-355115.18,-227491.99,246416.084675,89941.75533300001,654.45,6932883.25,1144508.74,-0.04879806858272748,-0.03126075807303184,0.3986884176336096,0.01235932506515387,8.993109217118231e-05,0.1650840925382668,0.04731948572420207,Actual
2022-10-31,NON PRIME,202101,6,5826350.63,-342705.6299999999,-186280.82,202499.023798,240213.733668,8.52,5417830.040000001,1166074.68,-0.05881994609720218,-0.0319721266071486,0.4092205998177451,0.0412288495702841,1.462321878832754e-06,0.2152290993609685,0.07011603247777742,Actual
2022-10-31,NON PRIME,202101,7,4623416.2,-283841.05,-150795.34,160638.311959,223291.835808,8.879999999999999,4215906.55,1094443.53,-0.06139206113436207,-0.03261556681831932,0.4090885385337905,0.04829585443940781,1.920657716257515e-06,0.259598621795827,0.08814037767138515,Actual
2022-10-31,NON PRIME,202101,8,3501371.21,-202631.84,-111847.35,121410.433645,176707.222334,18.39,3263147.74,1050936.97,-0.05787213861280364,-0.03194387092707032,0.4082714624622274,0.05046800574281297,5.252228026402262e-06,0.3220623317533273,0.06803719334860248,Actual
2022-10-31,NON PRIME,202101,9,3193146.51,-209154.6,-103458.91,111811.853102,172152.130742,65.19,2946802.09,977889.37,-0.06550109722337796,-0.03240030160720687,0.4122875024067637,0.05391300718675762,2.041559940824638e-05,0.3318476572683577,0.07714786002725567,Actual
2022-10-31,NON PRIME,202101,10,3021339.11,-236072.72,-97497.81,103171.467877,222315.969904,2.73,2757826.53,1016200.55,-0.07813512863175427,-0.03226973419743009,0.4020604067363362,0.07358193231874591,9.035728531644367e-07,0.3684787781050173,0.08721714789572217,Actual
2022-10-31,NON PRIME,202101,11,2974288.31,-243015.27,-97294.29000000001,102636.008267,214664.083001,10337.13,2693025.89,1103433.79,-0.0817053508844272,-0.03271178845469759,0.406300970321709,0.07217325982799563,0.003475496966869362,0.4097375350520674,0.09456461199620554,Actual
2022-10-31,NON PRIME,202101,12,2160371.04,-173856.7,-70976.0,74689.630624,202310.445667,2940.4,1994691.59,889642.19,-0.0804753890794611,-0.0328536157381558,0.4070644119653242,0.09364615703559884,0.001361062496005316,0.4460048833915222,0.07669027538899056,Actual
