ForecastMonth,Segment,Cohort,MOB,OpeningGBV,Coll_Principal,Coll_Interest,Coll_Rate,Coll_P_Approach,Coll_I_Approach,ScenB_Revenue,ScenB_Rev_Rate,ScenA_Revenue,ScenA_Rev_Rate
2026-01-31,NON PRIME,202410,15,2599293.13,-180722.65,-68330.9,-0.09581587668028807,CohortTrend,CohortTrend,55605.3,0.02139246988276386,56686.19164598804,0.0218083104947798
2026-01-31,NON PRIME,202410,15,2599293.13,-180722.65,-68330.9,-0.09581587668028807,CohortTrend,CohortTrend,55605.3,0.02139246988276386,58623.79169368894,0.022553743945643
2026-01-31,NON PRIME,202410,15,2599293.13,-180722.65,-68330.9,-0.09581587668028807,CohortTrend,CohortTrend,55605.3,0.02139246988276386,59842.41368740052,0.0230225721742282
2026-01-31,NON PRIME,202411,14,2788909.33,-204572.29,-73988.88,-0.09988175915349677,CohortTrend,CohortTrend,63914.2,0.02291727425932488,69130.74192680365,0.0247877337506715
2026-01-31,NON PRIME,202411,14,2788909.33,-204572.29,-73988.88,-0.09988175915349677,CohortTrend,CohortTrend,63914.2,0.02291727425932488,66888.19945717839,0.0239836407507656
2026-01-31,NON PRIME,202411,14,2788909.33,-204572.29,-73988.88,-0.09988175915349677,CohortTrend,CohortTrend,63914.2,0.02291727425932488,68850.74889344303,0.0246873385781398
2026-01-31,NON PRIME,202411,14,2788909.33,-204572.29,-73988.88,-0.09988175915349677,CohortTrend,CohortTrend,63914.2,0.02291727425932488,69972.1970822628,0.0250894485272717
2026-01-31,NON PRIME,202412,13,3097100.78,-220088.45,-86098.02,-0.09886228823331995,CohortTrend,CohortTrend,74028.61,0.023902551211136245,77011.62667682228,0.0248657154375268
2026-01-31,NON PRIME,202412,13,3097100.78,-220088.45,-86098.02,-0.09886228823331995,CohortTrend,CohortTrend,74028.61,0.023902551211136245,76714.00822157404,0.0247696196123053
2026-01-31,NON PRIME,202412,13,3097100.78,-220088.45,-86098.02,-0.09886228823331995,CohortTrend,CohortTrend,74028.61,0.023902551211136245,79164.57697584768,0.0255608656608997
2026-01-31,NON PRIME,202412,13,3097100.78,-220088.45,-86098.02,-0.09886228823331995,CohortTrend,CohortTrend,74028.61,0.023902551211136245,80433.46989539024,0.0259705691254226
2026-01-31,NON PRIME,202501,12,3462413.88,-251678.32,-97040.06,-0.10071539454434027,DonorCohort:202404,DonorCohort:202404,91163.66,0.02632950974653556,89018.54048973288,0.0257099652366611
2026-01-31,NON PRIME,202501,12,3462413.88,-251678.32,-97040.06,-0.10071539454434027,DonorCohort:202404,DonorCohort:202404,91163.66,0.02632950974653556,90685.72020378557,0.0261914731591203
2026-01-31,NON PRIME,202501,12,3462413.88,-251678.32,-97040.06,-0.10071539454434027,DonorCohort:202404,DonorCohort:202404,91163.66,0.02632950974653556,92881.54132308184,0.0268256610971886
2026-01-31,NON PRIME,202501,12,3462413.88,-251678.32,-97040.06,-0.10071539454434027,DonorCohort:202404,DonorCohort:202404,91163.66,0.02632950974653556,93926.98645520305,0.0271276022192942
2026-01-31,NON PRIME,202502,11,4767066.34,-330898.4,-111506.07,-0.09280434515622873,DonorCohort:202404,DonorCohort:202404,117797.59,0.024710709186396597,129899.30460544146,0.0272493175761933
2026-01-31,NON PRIME,202502,11,4767066.34,-330898.4,-111506.07,-0.09280434515622873,DonorCohort:202404,DonorCohort:202404,117797.59,0.024710709186396597,131585.59854840348,0.0276030558761646
2026-01-31,NON PRIME,202502,11,4767066.34,-330898.4,-111506.07,-0.09280434515622873,DonorCohort:202404,DonorCohort:202404,117797.59,0.024710709186396597,134737.9895648959,0.0282643412016993
2026-01-31,NON PRIME,202502,11,4767066.34,-330898.4,-111506.07,-0.09280434515622873,DonorCohort:202404,DonorCohort:202404,117797.59,0.024710709186396597,136155.71861128122,0.0285617419394422
2026-01-31,NON PRIME,202503,10,6223275.27,-462754.34,-180145.9,-0.10330576940717585,DonorCohort:202404,DonorCohort:202404,169756.69,0.02727770870402138,216340.88430639243,0.0347631873764749
2026-01-31,NON PRIME,202503,10,6223275.27,-462754.34,-180145.9,-0.10330576940717585,DonorCohort:202404,DonorCohort:202404,169756.69,0.02727770870402138,218799.58489799403,0.0351582688223261
2026-01-31,NON PRIME,202503,10,6223275.27,-462754.34,-180145.9,-0.10330576940717585,DonorCohort:202404,DonorCohort:202404,169756.69,0.02727770870402138,219509.30910448387,0.0352723123405216
2026-01-31,NON PRIME,202503,10,6223275.27,-462754.34,-180145.9,-0.10330576940717585,DonorCohort:202404,DonorCohort:202404,169756.69,0.02727770870402138,219798.18609591475,0.0353187311439487
2026-01-31,NON PRIME,202504,9,7683091.44,-506067.51,-232149.64,-0.0960833481893325,DonorCohort:202404,DonorCohort:202404,215864.62,0.028096062852533223,273778.4449348874,0.0356338912627711
2026-01-31,NON PRIME,202504,9,7683091.44,-506067.51,-232149.64,-0.0960833481893325,DonorCohort:202404,DonorCohort:202404,215864.62,0.028096062852533223,279245.354401327,0.0363454420114681
2026-01-31,NON PRIME,202504,9,7683091.44,-506067.51,-232149.64,-0.0960833481893325,DonorCohort:202404,DonorCohort:202404,215864.62,0.028096062852533223,279665.88589874544,0.0364001766844448
2026-01-31,NON PRIME,202504,9,7683091.44,-506067.51,-232149.64,-0.0960833481893325,DonorCohort:202404,DonorCohort:202404,215864.62,0.028096062852533223,279820.81855568965,0.0364203420902784
2026-01-31,NON PRIME,202505,8,8279878.62,-492252.34,-230173.17,-0.08725073677468957,DonorCohort:202404,DonorCohort:202404,222497.55,0.02687207871170459,284405.44664603955,0.0343489874306925
2026-01-31,NON PRIME,202505,8,8279878.62,-492252.34,-230173.17,-0.08725073677468957,DonorCohort:202404,DonorCohort:202404,222497.55,0.02687207871170459,305798.05385927454,0.0369326735201916
2026-01-31,NON PRIME,202506,7,9176691.67,-518694.96,-264249.28,-0.0853187911455676,DonorCohort:202404,DonorCohort:202404,257545.63,0.02806519378241244,325963.17720931815,0.035520772510527
2026-01-31,NON PRIME,202506,7,9176691.67,-518694.96,-264249.28,-0.0853187911455676,DonorCohort:202404,DonorCohort:202404,257545.63,0.02806519378241244,351884.05536531855,0.0383454155396417
2026-01-31,NON PRIME,202507,6,11416019.45,-714715.88,-343564.74,-0.09270136798864688,DonorCohort:202404,DonorCohort:202404,350870.52,0.030734926612270272,431335.26821916626,0.0377833333333333
2026-01-31,NON PRIME,202508,5,9012615.94,-506913.03,-312405.78,-0.09090799113758753,DonorCohort:202404,DonorCohort:202404,284812.53,0.03160153854287061,341878.564657333,0.0379333333333333
2026-01-31,NON PRIME,202509,4,9936435.59,-511881.55,-334191.75,-0.08514857187334719,DonorCohort:202404,DonorCohort:202404,326330.84,0.03284184122608498,376922.1233806663,0.0379333333333333
2026-01-31,NRP-L,202301,26,1065296.26,-24310.45,-7487.13,-0.029848579398936405,CohortTrend,CohortAvg,9115.73,0.0085569905220544,11021.72187648666,0.0103461565484954
2026-01-31,NRP-L,202301,26,1065296.26,-24310.45,-7487.13,-0.029848579398936405,CohortTrend,CohortAvg,9115.73,0.0085569905220544,8877.468833333298,0.0083333333333333
2026-01-31,NRP-L,202404,21,266078.53,-15726.53,-3994.55,-0.07411751711045607,CohortTrend,CohortAvg,3381.28,0.012707827271896007,3467.5524434017,0.0130320640429038
2026-01-31,NRP-L,202404,21,266078.53,-15726.53,-3994.55,-0.07411751711045607,CohortTrend,CohortAvg,3381.28,0.012707827271896007,3372.097071158692,0.0126733151718731
2026-01-31,NRP-L,202404,21,266078.53,-15726.53,-3994.55,-0.07411751711045607,CohortTrend,CohortAvg,3381.28,0.012707827271896007,3379.953422285273,0.0127028416095251
2026-01-31,NRP-L,202404,21,266078.53,-15726.53,-3994.55,-0.07411751711045607,CohortTrend,CohortAvg,3381.28,0.012707827271896007,3392.713792301617,0.0127507987671971
2026-01-31,NRP-L,202405,20,422204.04,-13143.7,-5484.8,-0.044122031612961354,CohortTrend,CohortAvg,5074.9,0.012020017619916664,5444.757665948668,0.0128960340264595
2026-01-31,NRP-L,202405,20,422204.04,-13143.7,-5484.8,-0.044122031612961354,CohortTrend,CohortAvg,5074.9,0.012020017619916664,4698.539019970351,0.01112859796408
2026-01-31,NRP-L,202405,20,422204.04,-13143.7,-5484.8,-0.044122031612961354,CohortTrend,CohortAvg,5074.9,0.012020017619916664,4715.072326498217,0.0111677574816627
2026-01-31,NRP-L,202405,20,422204.04,-13143.7,-5484.8,-0.044122031612961354,CohortTrend,CohortAvg,5074.9,0.012020017619916664,4776.122864212653,0.0113123570873757
2026-01-31,NRP-L,202406,19,244380.41,-4792.79,-3706.67,-0.034779629021818886,CohortTrend,CohortAvg,3649.7,0.014934503137956107,3687.958786002947,0.0150910573642255
2026-01-31,NRP-L,202406,19,244380.41,-4792.79,-3706.67,-0.034779629021818886,CohortTrend,CohortAvg,3649.7,0.014934503137956107,3634.3068833376597,0.0148715147966961
2026-01-31,NRP-L,202406,19,244380.41,-4792.79,-3706.67,-0.034779629021818886,CohortTrend,CohortAvg,3649.7,0.014934503137956107,3627.524403642314,0.014843761018497
2026-01-31,NRP-L,202406,19,244380.41,-4792.79,-3706.67,-0.034779629021818886,CohortTrend,CohortAvg,3649.7,0.014934503137956107,3626.0818292168497,0.0148378580313244
2026-01-31,NRP-L,202407,18,413128.29,-19071.46,-6294.99,-0.06140090285271919,CohortTrend,CohortAvg,5917.72,0.01432417034427732,6035.817166711123,0.0146100311036824
2026-01-31,NRP-L,202407,18,413128.29,-19071.46,-6294.99,-0.06140090285271919,CohortTrend,CohortAvg,5917.72,0.01432417034427732,5773.901076620286,0.0139760486424696
2026-01-31,NRP-L,202407,18,413128.29,-19071.46,-6294.99,-0.06140090285271919,CohortTrend,CohortAvg,5917.72,0.01432417034427732,5760.547681768971,0.01394372600765
2026-01-31,NRP-L,202407,18,413128.29,-19071.46,-6294.99,-0.06140090285271919,CohortTrend,CohortAvg,5917.72,0.01432417034427732,5765.177279345002,0.0139549322060346
2026-01-31,NRP-L,202408,17,500103.15,-27945.91,-8091.21,-0.07205937415111263,CohortTrend,CohortAvg,7564.8,0.015126479407298273,7644.13524980351,0.0152851171799328
2026-01-31,NRP-L,202408,17,500103.15,-27945.91,-8091.21,-0.07205937415111263,CohortTrend,CohortAvg,7564.8,0.015126479407298273,7616.318515724847,0.0152294951865927
2026-01-31,NRP-L,202408,17,500103.15,-27945.91,-8091.21,-0.07205937415111263,CohortTrend,CohortAvg,7564.8,0.015126479407298273,7616.140312262956,0.0152291388531805
2026-01-31,NRP-L,202408,17,500103.15,-27945.91,-8091.21,-0.07205937415111263,CohortTrend,CohortAvg,7564.8,0.015126479407298273,7617.238164620683,0.0152313341050155
2026-01-31,NRP-L,202409,16,561495.22,-17320.31,-8564.95,-0.046100588354073616,CohortTrend,CohortAvg,8381.96,0.014927927614414953,8549.357335660225,0.0152260554162157
2026-01-31,NRP-L,202409,16,561495.22,-17320.31,-8564.95,-0.046100588354073616,CohortTrend,CohortAvg,8381.96,0.014927927614414953,8383.956569309865,0.0149314834226191
2026-01-31,NRP-L,202409,16,561495.22,-17320.31,-8564.95,-0.046100588354073616,CohortTrend,CohortAvg,8381.96,0.014927927614414953,8412.56135918658,0.0149824273823499
2026-01-31,NRP-L,202409,16,561495.22,-17320.31,-8564.95,-0.046100588354073616,CohortTrend,CohortAvg,8381.96,0.014927927614414953,8435.738806434421,0.0150237054670464
2026-01-31,NRP-L,202410,15,440266.86,-6887.29,-7424.87,-0.032507920309968366,CohortTrend,CohortAvg,6870.04,0.01560426328704368,7161.901929497274,0.0162671837927962
2026-01-31,NRP-L,202410,15,440266.86,-6887.29,-7424.87,-0.032507920309968366,CohortTrend,CohortAvg,6870.04,0.01560426328704368,6880.589434793043,0.0156282247425869
2026-01-31,NRP-L,202410,15,440266.86,-6887.29,-7424.87,-0.032507920309968366,CohortTrend,CohortAvg,6870.04,0.01560426328704368,6864.627549148084,0.0155919697184296
2026-01-31,NRP-L,202410,15,440266.86,-6887.29,-7424.87,-0.032507920309968366,CohortTrend,CohortAvg,6870.04,0.01560426328704368,6863.808741359698,0.0155901099196058
2026-01-31,NRP-L,202411,14,550130.42,-19691.51,-8106.42,-0.05052970893701897,CohortTrend,CohortAvg,7777.91,0.014138301968467767,7773.258249207493,0.0141298462448368
2026-01-31,NRP-L,202411,14,550130.42,-19691.51,-8106.42,-0.05052970893701897,CohortTrend,CohortAvg,7777.91,0.014138301968467767,7773.662485317153,0.0141305810453404
2026-01-31,NRP-L,202411,14,550130.42,-19691.51,-8106.42,-0.05052970893701897,CohortTrend,CohortAvg,7777.91,0.014138301968467767,7827.264239157428,0.0142280156751874
2026-01-31,NRP-L,202411,14,550130.42,-19691.51,-8106.42,-0.05052970893701897,CohortTrend,CohortAvg,7777.91,0.014138301968467767,7856.459780609327,0.0142810858934311
2026-01-31,NRP-L,202412,13,49304.74,-745.04,-659.4,-0.028484888065528794,CohortTrend,CohortAvg,615.29,0.012479327545384075,610.589620526959,0.0123839943284755
2026-01-31,NRP-L,202412,13,49304.74,-745.04,-659.4,-0.028484888065528794,CohortTrend,CohortAvg,615.29,0.012479327545384075,519.8868088248144,0.0105443575774827
2026-01-31,NRP-L,202412,13,49304.74,-745.04,-659.4,-0.028484888065528794,CohortTrend,CohortAvg,615.29,0.012479327545384075,542.1110502235957,0.0109951102109776
2026-01-31,NRP-L,202412,13,49304.74,-745.04,-659.4,-0.028484888065528794,CohortTrend,CohortAvg,615.29,0.012479327545384075,555.1518229954742,0.0112596034984765
2026-01-31,NRP-L,202501,12,56343.32,-765.98,-760.73,-0.027096557320370897,DonorCohort:202405,DonorCohort:202405,835.1,0.014821632804030718,965.3890208608012,0.0171340457193648
2026-01-31,NRP-L,202501,12,56343.32,-765.98,-760.73,-0.027096557320370897,DonorCohort:202405,DonorCohort:202405,835.1,0.014821632804030718,959.8806877635495,0.0170362819898357
2026-01-31,NRP-L,202501,12,56343.32,-765.98,-760.73,-0.027096557320370897,DonorCohort:202405,DonorCohort:202405,835.1,0.014821632804030718,959.6283917686943,0.0170318041565299
2026-01-31,NRP-L,202501,12,56343.32,-765.98,-760.73,-0.027096557320370897,DonorCohort:202405,DonorCohort:202405,835.1,0.014821632804030718,959.5731107016397,0.0170308230097488
2026-01-31,NRP-L,202502,11,118956.43,-2265.08,-1868.75,-0.03475079068865802,DonorCohort:202405,DonorCohort:202405,1796.84,0.015105026268861633,1843.2686940786798,0.0154953262642354
2026-01-31,NRP-L,202502,11,118956.43,-2265.08,-1868.75,-0.03475079068865802,DonorCohort:202405,DonorCohort:202405,1796.84,0.015105026268861633,1907.209758809335,0.0160328429392958
2026-01-31,NRP-L,202502,11,118956.43,-2265.08,-1868.75,-0.03475079068865802,DonorCohort:202405,DonorCohort:202405,1796.84,0.015105026268861633,1914.5856938848199,0.0160948482892839
2026-01-31,NRP-L,202502,11,118956.43,-2265.08,-1868.75,-0.03475079068865802,DonorCohort:202405,DonorCohort:202405,1796.84,0.015105026268861633,1917.441379305757,0.0161188544352395
2026-01-31,NRP-L,202503,10,76248.33,-3067.87,-1051.44,-0.05402492093925204,DonorCohort:202405,DonorCohort:202405,1168.99,0.015331352175188624,1359.0779621295947,0.0178243636566151
2026-01-31,NRP-L,202503,10,76248.33,-3067.87,-1051.44,-0.05402492093925204,DonorCohort:202405,DonorCohort:202405,1168.99,0.015331352175188624,1330.5546408862601,0.0174502791193756
2026-01-31,NRP-L,202503,10,76248.33,-3067.87,-1051.44,-0.05402492093925204,DonorCohort:202405,DonorCohort:202405,1168.99,0.015331352175188624,1327.6228406365744,0.0174118284379025
2026-01-31,NRP-L,202503,10,76248.33,-3067.87,-1051.44,-0.05402492093925204,DonorCohort:202405,DonorCohort:202405,1168.99,0.015331352175188624,1326.5038774595569,0.0173971531895788
2026-01-31,NRP-L,202504,9,56948.25,-675.64,-840.57,-0.026624347543603183,DonorCohort:202405,DonorCohort:202405,903.09,0.015858081679419475,947.4253575639128,0.0166366017843202
2026-01-31,NRP-L,202504,9,56948.25,-675.64,-840.57,-0.026624347543603183,DonorCohort:202405,DonorCohort:202405,903.09,0.015858081679419475,957.9248295119754,0.0168209704338935
2026-01-31,NRP-L,202504,9,56948.25,-675.64,-840.57,-0.026624347543603183,DonorCohort:202405,DonorCohort:202405,903.09,0.015858081679419475,958.732481200292,0.0168351526377069
2026-01-31,NRP-L,202504,9,56948.25,-675.64,-840.57,-0.026624347543603183,DonorCohort:202405,DonorCohort:202405,903.09,0.015858081679419475,959.0300370854573,0.0168403776601644
2026-01-31,NRP-L,202505,8,14951.09,-272.06,-237.06,-0.03405236675051786,DonorCohort:202405,DonorCohort:202405,235.78,0.01577008766584911,236.1776200458261,0.0157966823854198
2026-01-31,NRP-L,202505,8,14951.09,-272.06,-237.06,-0.03405236675051786,DonorCohort:202405,DonorCohort:202405,235.78,0.01577008766584911,252.17828033469135,0.0168668826376332
2026-01-31,NRP-L,202506,7,28681.85,-1795.59,-491.3,-0.07973300188098048,DonorCohort:202405,DonorCohort:202405,458.05,0.015970029827225233,455.23549733397397,0.0158719014754618
2026-01-31,NRP-L,202506,7,28681.85,-1795.59,-491.3,-0.07973300188098048,DonorCohort:202405,DonorCohort:202405,458.05,0.015970029827225233,470.35220368243574,0.0163989492896182
2026-01-31,NRP-L,202507,6,109344.16,-1327.87,-1673.51,-0.02744892822808278,DonorCohort:202405,DonorCohort:202405,1714.84,0.015682959199649984,1842.449096,0.01685
2026-01-31,NRP-L,202507,6,109344.16,-1327.87,-1673.51,-0.02744892822808278,DonorCohort:202405,DonorCohort:202405,1714.84,0.015682959199649984,1842.4490959999891,0.0168499999999999
2026-01-31,NRP-L,202508,5,45017.66,-759.84,-664.31,-0.031635362655455655,DonorCohort:202405,DonorCohort:202405,693.75,0.015410618854911604,689.5204923333304,0.0153166666666666
2026-01-31,NRP-L,202509,4,14879.55,-208.45,-253.94,-0.031075536558565278,DonorCohort:202405,DonorCohort:202405,229.39,0.015416460847270247,227.905107499999,0.0153166666666666
2026-01-31,NRP-M,202101,60,1876279.86,-319428.57,-21224.1,-0.1815574943068461,CohortAvg,CohortTrend,21886.88,0.01166504020354405,19153.288136675794,0.010208119025845
2026-01-31,NRP-M,202101,60,1876279.86,-319428.57,-21224.1,-0.1815574943068461,CohortAvg,CohortTrend,21886.88,0.01166504020354405,21309.624250854704,0.0113573804767348
2026-01-31,NRP-M,202101,60,1876279.86,-319428.57,-21224.1,-0.1815574943068461,CohortAvg,CohortTrend,21886.88,0.01166504020354405,22481.849837622267,0.0119821409998092
2026-01-31,NRP-M,202101,60,1876279.86,-319428.57,-21224.1,-0.1815574943068461,CohortAvg,CohortTrend,21886.88,0.01166504020354405,23178.461083159687,0.0123534135697431
2026-01-31,NRP-M,202201,40,149689.54,-10393.38,-1853.72,-0.08181667202664927,CohortAvg,CohortTrend,1847.62,0.012343013412961252,1685.7222550260237,0.0112614565789034
2026-01-31,NRP-M,202201,40,149689.54,-10393.38,-1853.72,-0.08181667202664927,CohortAvg,CohortTrend,1847.62,0.012343013412961252,1772.0490738720666,0.0118381623316637
2026-01-31,NRP-M,202201,40,149689.54,-10393.38,-1853.72,-0.08181667202664927,CohortAvg,CohortTrend,1847.62,0.012343013412961252,1809.407370808862,0.0120877341917736
2026-01-31,NRP-M,202201,40,149689.54,-10393.38,-1853.72,-0.08181667202664927,CohortAvg,CohortTrend,1847.62,0.012343013412961252,1828.8653421511215,0.0122177230429803
2026-01-31,NRP-M,202301,31,10103321.82,-462533.6,-145650.11,-0.06019641072860529,CohortTrend,CohortTrend,137709.94,0.013630164658062926,137679.8353801113,0.013627184982623
2026-01-31,NRP-M,202301,31,10103321.82,-462533.6,-145650.11,-0.06019641072860529,CohortTrend,CohortTrend,137709.94,0.013630164658062926,141423.55337932648,0.0139977282619437
2026-01-31,NRP-M,202301,31,10103321.82,-462533.6,-145650.11,-0.06019641072860529,CohortTrend,CohortTrend,137709.94,0.013630164658062926,143026.23934413758,0.0141563578684597
2026-01-31,NRP-M,202301,31,10103321.82,-462533.6,-145650.11,-0.06019641072860529,CohortTrend,CohortTrend,137709.94,0.013630164658062926,143903.905434206,0.0142432269305073
2026-01-31,NRP-M,202404,21,2596239.35,-110503.9,-38526.84,-0.05740254264307333,CohortTrend,CohortTrend,36813.16,0.014179416855383539,37513.478067361306,0.0144491601159043
2026-01-31,NRP-M,202404,21,2596239.35,-110503.9,-38526.84,-0.05740254264307333,CohortTrend,CohortTrend,36813.16,0.014179416855383539,36922.968661999905,0.0142217121322038
2026-01-31,NRP-M,202404,21,2596239.35,-110503.9,-38526.84,-0.05740254264307333,CohortTrend,CohortTrend,36813.16,0.014179416855383539,37078.01436837064,0.0142814314744789
2026-01-31,NRP-M,202404,21,2596239.35,-110503.9,-38526.84,-0.05740254264307333,CohortTrend,CohortTrend,36813.16,0.014179416855383539,37233.76682577444,0.014341423037816
2026-01-31,NRP-M,202405,20,2467242.07,-60855.98,-35740.25,-0.03915150084969166,CohortTrend,CohortTrend,34591.83,0.014020444293088762,35700.619191020625,0.0144698485913142
2026-01-31,NRP-M,202405,20,2467242.07,-60855.98,-35740.25,-0.03915150084969166,CohortTrend,CohortTrend,34591.83,0.014020444293088762,34079.42423318649,0.0138127606721567
2026-01-31,NRP-M,202405,20,2467242.07,-60855.98,-35740.25,-0.03915150084969166,CohortTrend,CohortTrend,34591.83,0.014020444293088762,34220.63885870865,0.0138699964931729
2026-01-31,NRP-M,202405,20,2467242.07,-60855.98,-35740.25,-0.03915150084969166,CohortTrend,CohortTrend,34591.83,0.014020444293088762,34426.873237016756,0.0139535855259702
2026-01-31,NRP-M,202406,19,2260020.09,-74568.75,-31341.95,-0.046862725012325,CohortTrend,CohortTrend,31014.41,0.01372306827591077,32105.489077287253,0.0142058423371304
2026-01-31,NRP-M,202406,19,2260020.09,-74568.75,-31341.95,-0.046862725012325,CohortTrend,CohortTrend,31014.41,0.01372306827591077,30663.18454584936,0.0135676601644056
2026-01-31,NRP-M,202406,19,2260020.09,-74568.75,-31341.95,-0.046862725012325,CohortTrend,CohortTrend,31014.41,0.01372306827591077,30899.841781029467,0.0136723748243448
2026-01-31,NRP-M,202406,19,2260020.09,-74568.75,-31341.95,-0.046862725012325,CohortTrend,CohortTrend,31014.41,0.01372306827591077,31144.10145503843,0.0137804533653674
2026-01-31,NRP-M,202407,18,3925251.78,-113725.99,-58372.74,-0.043843997696371984,CohortTrend,CohortTrend,54924.86,0.013992697304120451,56460.064687857535,0.014383807167615
2026-01-31,NRP-M,202407,18,3925251.78,-113725.99,-58372.74,-0.043843997696371984,CohortTrend,CohortTrend,54924.86,0.013992697304120451,55074.62305919467,0.0140308510500681
2026-01-31,NRP-M,202407,18,3925251.78,-113725.99,-58372.74,-0.043843997696371984,CohortTrend,CohortTrend,54924.86,0.013992697304120451,55536.02461457349,0.0141483980460926
2026-01-31,NRP-M,202407,18,3925251.78,-113725.99,-58372.74,-0.043843997696371984,CohortTrend,CohortTrend,54924.86,0.013992697304120451,55907.00147355865,0.014242908380659
2026-01-31,NRP-M,202408,17,2697106.22,-74517.12,-41909.79,-0.043167343257248504,CohortTrend,CohortTrend,40501.52,0.015016657371395627,41446.96823700028,0.015367199085322
2026-01-31,NRP-M,202408,17,2697106.22,-74517.12,-41909.79,-0.043167343257248504,CohortTrend,CohortTrend,40501.52,0.015016657371395627,40761.08019517723,0.0151128939204987
2026-01-31,NRP-M,202408,17,2697106.22,-74517.12,-41909.79,-0.043167343257248504,CohortTrend,CohortTrend,40501.52,0.015016657371395627,41087.413919569444,0.015233887940672
2026-01-31,NRP-M,202408,17,2697106.22,-74517.12,-41909.79,-0.043167343257248504,CohortTrend,CohortTrend,40501.52,0.015016657371395627,41321.548427094276,0.0153206974648163
2026-01-31,NRP-M,202409,16,2701097.72,-92524.03,-42597.08,-0.05002451743952454,CohortTrend,CohortTrend,40137.04,0.014859529036217171,41332.260104159606,0.0153020232471114
2026-01-31,NRP-M,202409,16,2701097.72,-92524.03,-42597.08,-0.05002451743952454,CohortTrend,CohortTrend,40137.04,0.014859529036217171,40190.82582033038,0.0148794416146967
2026-01-31,NRP-M,202409,16,2701097.72,-92524.03,-42597.08,-0.05002451743952454,CohortTrend,CohortTrend,40137.04,0.014859529036217171,40515.189966667276,0.0149995276611715
2026-01-31,NRP-M,202409,16,2701097.72,-92524.03,-42597.08,-0.05002451743952454,CohortTrend,CohortTrend,40137.04,0.014859529036217171,40751.315155699405,0.0150869458938714
2026-01-31,NRP-M,202410,15,2660035.49,-94392.67,-41477.17,-0.05107820572724764,CohortTrend,CohortTrend,38417.13,0.014442337384002345,39105.40287537201,0.014701083133057
2026-01-31,NRP-M,202410,15,2660035.49,-94392.67,-41477.17,-0.05107820572724764,CohortTrend,CohortTrend,38417.13,0.014442337384002345,38616.20601606197,0.0145171769930265
2026-01-31,NRP-M,202410,15,2660035.49,-94392.67,-41477.17,-0.05107820572724764,CohortTrend,CohortTrend,38417.13,0.014442337384002345,39085.62455492797,0.0146936477734468
2026-01-31,NRP-M,202410,15,2660035.49,-94392.67,-41477.17,-0.05107820572724764,CohortTrend,CohortTrend,38417.13,0.014442337384002345,39369.051996921895,0.0148001980217647
2026-01-31,NRP-M,202411,14,2967325.6,-111290.02,-49087.68,-0.05404789417110142,CohortTrend,CohortTrend,45198.04,0.015231911186288421,46290.66164245198,0.0156001288306386
2026-01-31,NRP-M,202411,14,2967325.6,-111290.02,-49087.68,-0.05404789417110142,CohortTrend,CohortTrend,45198.04,0.015231911186288421,45650.32844286305,0.0153843341097664
2026-01-31,NRP-M,202411,14,2967325.6,-111290.02,-49087.68,-0.05404789417110142,CohortTrend,CohortTrend,45198.04,0.015231911186288421,46035.189181377966,0.0155140336407228
2026-01-31,NRP-M,202411,14,2967325.6,-111290.02,-49087.68,-0.05404789417110142,CohortTrend,CohortTrend,45198.04,0.015231911186288421,46259.772216306585,0.0155897189766794
2026-01-31,NRP-M,202412,13,2457316.54,-59561.41,-38812.62,-0.040033112705943855,CohortTrend,CohortTrend,37282.17,0.015171903738539112,37250.900976362944,0.0151591788725611
2026-01-31,NRP-M,202412,13,2457316.54,-59561.41,-38812.62,-0.040033112705943855,CohortTrend,CohortTrend,37282.17,0.015171903738539112,37544.09314938624,0.0152784928348654
2026-01-31,NRP-M,202412,13,2457316.54,-59561.41,-38812.62,-0.040033112705943855,CohortTrend,CohortTrend,37282.17,0.015171903738539112,37965.13027091888,0.0154498330406057
2026-01-31,NRP-M,202412,13,2457316.54,-59561.41,-38812.62,-0.040033112705943855,CohortTrend,CohortTrend,37282.17,0.015171903738539112,38177.14258144744,0.0155361110219229
2026-01-31,NRP-M,202501,12,4483776.49,-119740.14,-67400.86,-0.04173736144461563,DonorCohort:202405,DonorCohort:202405,69961.84,0.015603329058893388,70259.63747020124,0.0156697457214691
2026-01-31,NRP-M,202501,12,4483776.49,-119740.14,-67400.86,-0.04173736144461563,DonorCohort:202405,DonorCohort:202405,69961.84,0.015603329058893388,69451.15215109373,0.015489432246676
2026-01-31,NRP-M,202501,12,4483776.49,-119740.14,-67400.86,-0.04173736144461563,DonorCohort:202405,DonorCohort:202405,69961.84,0.015603329058893388,70073.00150682828,0.0156281209964657
2026-01-31,NRP-M,202501,12,4483776.49,-119740.14,-67400.86,-0.04173736144461563,DonorCohort:202405,DonorCohort:202405,69961.84,0.015603329058893388,70384.68552728384,0.0156976347247148
2026-01-31,NRP-M,202502,11,4705799.18,-145524.38,-76346.38,-0.04714836981207515,DonorCohort:202405,DonorCohort:202405,74024.4,0.015730463024136103,74155.87109876984,0.0157584011264097
2026-01-31,NRP-M,202502,11,4705799.18,-145524.38,-76346.38,-0.04714836981207515,DonorCohort:202405,DonorCohort:202405,74024.4,0.015730463024136103,75571.94426093687,0.0160593219919208
