Cohort,Segment,CalendarMonth,OpeningGBV,Coll_Principal,Coll_Interest,InterestRevenue,ClosingGBV,Actual_Coll_Rate,Actual_Revenue_Rate,Actual_Principal_Rate,Actual_Interest_Rate
202001,NON PRIME,202501,10162.75,-121.43,0.0,0.0,8370.06,-0.011948537551351751,0.0,-0.011948537551351751,0.0
202001,NON PRIME,202502,8370.06,-16.86,0.0,0.0,8355.91,-0.002014322477975068,0.0,-0.002014322477975068,0.0
202001,NON PRIME,202503,8355.91,287.71,0.66,0.0,7648.6,0.034510903061425985,0.0,0.03443191705032725,7.898601109873133e-05
202001,NON PRIME,202504,7648.6,0.0,0.0,0.0,7648.6,0.0,0.0,0.0,0.0
202001,NON PRIME,202505,7648.6,503.21,-50.0,0.0,7598.6,0.05925398112072797,0.0,0.06579112517323431,-0.00653714405250634
202001,NON PRIME,202506,7598.6,0.0,0.0,0.0,7598.6,0.0,0.0,0.0,0.0
202001,NON PRIME,202507,7598.6,1990.46,58.400000000000006,0.0,7598.6,0.26963651198905064,0.0,0.2619508856894691,0.007685626299581502
202001,NON PRIME,202508,7598.6,477.42,31.63,0.0,7598.6,0.06699260390071855,0.0,0.06282999499907878,0.004162608901639776
202001,NON PRIME,202509,7598.6,293.18,12.58,0.0,7598.6,0.04023899139315137,0.0,0.038583423262179874,0.0016555681309714948
202001,NRP-S,202001,0.0,-142154.37999999998,-1347.15,48950.198253999995,5763894.04,-inf,inf,-inf,-inf
202001,NRP-S,202002,5763893.41,-226248.63999999998,-83415.72000000002,86735.503292,5544549.94,-0.05372485887104564,0.015048075514637247,-0.03925274530709963,-0.014472113563946008
202001,NRP-S,202003,5544549.94,-257542.48,-101521.73000000001,87788.746306,5273575.91,-0.06475984775781458,0.015833340353320003,-0.04644966368541718,-0.018310184072397408
202001,NRP-S,202004,5273575.91,-225908.11,-79028.6,80421.90951999999,5049620.2299999995,-0.05782351770489636,0.015249976655783074,-0.04283774688283571,-0.014985770822060662
202001,NRP-S,202005,5049620.23,-225137.45,-65974.27,78688.80926,4837857.85,-0.05765022055925976,0.015583114308776442,-0.04458502614958036,-0.013065194409679399
202001,NRP-S,202006,4837857.85,-255900.56999999998,-79674.57,72206.69982600001,4574412.989999999,-0.06936440681075406,0.01492534548653595,-0.05289542974066507,-0.01646897707008899
202001,NRP-S,202007,4574412.99,-228302.71000000002,-69165.73,70243.211381,4347099.78,-0.06502876776764312,0.015355677664993688,-0.04990863538099563,-0.015120132386647493
202001,NRP-S,202008,4347099.78,-229489.77000000002,-56722.29000000001,65139.822287,4122462.11,-0.06583977237347886,0.014984662322841827,-0.05279146594606117,-0.013048306427417685
202001,NRP-S,202009,4122462.1100000003,-263459.66,-73821.73,59757.922535,3834245.5100000002,-0.08181552213223373,0.014495687514032723,-0.0639083278317869,-0.017907194300446825
202001,NRP-S,202010,3834245.51,-228189.04,-51210.52999999999,57038.274707,3591312.21,-0.07286950438392768,0.014876010041151485,-0.05951341389195498,-0.013356090491972695
202001,NRP-S,202011,3591312.2099999995,-229161.94999999998,-59571.810000000005,51580.157271,3354041.69,-0.0803978443299977,0.014362482083115798,-0.06381008851357983,-0.01658775581641787
202001,NRP-S,202012,3354041.69,-219999.22999999998,-47482.01,49277.412979,3126229.7399999998,-0.07974893120663626,0.014691950051163498,-0.0655922765229552,-0.014156654683681049
202001,NRP-S,202101,3126229.7399999998,-186963.6,-37174.840000000004,44728.230952,2945104.8200000003,-0.07169608718519836,0.014307403700919307,-0.059804817799474976,-0.011891269385723394
202001,NRP-S,202102,2945104.82,-143299.85,-34175.9,40006.596174,2813232.6100000003,-0.06026126771270573,0.013584099249139798,-0.04865696087516505,-0.011604306837540676
202001,NRP-S,202103,2813232.61,-202336.42,-52240.96,40885.091471,2598247.3,-0.09049282988369739,0.014533135769032623,-0.0719231034365125,-0.0185697264471849
202001,NRP-S,202104,2598247.3,-153906.81,-36030.11,35174.475085,2364248.7,-0.07310194068132006,0.013537770282682484,-0.05923485805219542,-0.013867082629124642
