Cohort,Segment,CalendarMonth,OpeningGBV,Coll_Principal,Coll_Interest,InterestRevenue,ClosingGBV,Actual_Coll_Rate,Actual_Revenue_Rate,Actual_Principal_Rate,Actual_Interest_Rate
202007,NON PRIME,202504,7367.23,-0.27,-10.76,0.0,7320.49,-0.0014971705783584875,0.0,-3.664878115655409e-05,-0.0014605217972019336
202007,NON PRIME,202505,7320.49,-0.25,-6.37,0.0,7314.12,-0.0009043110502165839,0.0,-3.415071941905528e-05,-0.0008701603307975286
202007,NON PRIME,202506,7314.12,-0.26,-6.37,0.0,7307.75,-0.0009064658496169053,0.0,-3.554768037713354e-05,-0.0008709181692397719
202007,NON PRIME,202507,7307.75,623.5,19.49,0.0,7307.54,0.08798741062570559,0.0,0.08532037904963909,0.0026670315760665047
202007,NON PRIME,202508,7307.54,490.95,-12.5,0.0,7295.0,0.06547346986810883,0.0,0.06718403183561089,-0.0017105619675020596
202007,NON PRIME,202509,7295.0,1139.66,75.11999999999999,0.0,7286.3,0.16652227553118573,0.0,0.15622481151473613,0.010297464016449622
202008,NON PRIME,202008,0.0,-232020.87000000002,-3353.17,165725.336782,7232835.34,-inf,inf,-inf,-inf
202008,NON PRIME,202009,7232835.34,-396009.49,-324106.38,283819.678119,6800842.119999999,-0.09956204394942025,0.03924044510586079,-0.05475162524576427,-0.044810418703655985
202008,NON PRIME,202010,6800842.12,-298483.14999999997,-226262.05999999997,276565.623676,6552168.29,-0.07715885779157007,0.04066637907424323,-0.043889145598927676,-0.033269712192642395
202008,NON PRIME,202011,6552168.29,-379995.98,-287927.13999999996,253737.462038,6141672.079999999,-0.10193924979298721,0.03872572418893105,-0.057995454814546585,-0.043943794978440635
202008,NON PRIME,202012,6141672.08,-336571.77,-217958.83,244858.11608900002,5834170.07,-0.09028984172010694,0.03986831483340934,-0.05480132537457129,-0.03548851634553566
202008,NON PRIME,202101,5834170.07,-303383.87,-170805.63,225792.363425,5583775.340000001,-0.08127797001296536,0.03870171090590096,-0.05200120434610504,-0.029276765666860306
202008,NON PRIME,202102,5583775.34,-314369.1,-164000.58000000002,198288.320518,5202401.25,-0.08567136943586273,0.0355115147806072,-0.05630045638619837,-0.029370913049664354
202008,NON PRIME,202103,5202401.25,-419382.79,-213041.71000000002,189838.24455,4499964.97,-0.12156396048843791,0.03649050417823885,-0.0806133110167156,-0.04095064947172232
202008,NON PRIME,202104,4499964.97,-293635.18,-144201.6,151281.283158,3917260.57,-0.09729781963169372,0.03361832462398035,-0.06525277017878653,-0.03204504945290719
202008,NON PRIME,202105,3917260.57,-224396.74,-106076.81999999999,137002.20926,3603094.87,-0.08436343564451726,0.03497398419426564,-0.05728409841268231,-0.02707933723183495
202008,NON PRIME,202106,3603094.8700000006,-296556.06,-135841.08,116156.18496700001,3197970.54,-0.12000714818813527,0.03223789246687251,-0.08230592607182723,-0.03770122211630802
202008,NON PRIME,202107,3197970.54,-200980.03,-80326.92,104491.258784,2958709.54,-0.08796420932633107,0.03267424057758831,-0.06284611677504696,-0.025118092551284103
202008,NON PRIME,202108,2958712.45,-220342.38999999998,-99831.43999999999,86521.179037,2525466.15,-0.10821390568049286,0.029242848198039652,-0.07447239085366338,-0.03374151482682948
202008,NON PRIME,202109,2525466.15,-140234.24,-68855.85,75535.169852,2346730.27,-0.08279267176081533,0.029909397063983618,-0.05552806162141591,-0.027264610139399417
202008,NON PRIME,202110,2267889.8200000003,-116929.09,-49896.57,68050.729559,2141357.16,-0.0735598610341661,0.03000618855416882,-0.05155854088184936,-0.022001320152316744
202008,NON PRIME,202111,2141357.16,-131461.63,-62151.42,59261.710694999994,1976148.1300000001,-0.09041604717636173,0.027674837155610227,-0.06139173438960551,-0.029024312786756223
202008,NON PRIME,202112,1976148.1300000001,-102542.54999999999,-46759.41,54547.381412999996,1862403.29,-0.07555200834058931,0.02760288086956315,-0.05189011311616604,-0.023661895224423284
202008,NON PRIME,202201,1632950.66,-92513.90999999999,-41309.26,41369.278769,1327370.56,-0.08195175352083203,0.025334065371577116,-0.0566544429456307,-0.025297310575201338
202008,NON PRIME,202202,1281355.0999999999,-94358.86000000002,-35322.07,34206.378482,1177027.3,-0.10120608252934728,0.026695471444254604,-0.07363989888517244,-0.02756618364417483
202008,NON PRIME,202203,1177027.3,-77024.95999999999,-27003.76,33191.432487,1088625.3800000001,-0.0883825889170115,0.028199373529399017,-0.06544024934680784,-0.02294233957020368
202008,NON PRIME,202204,1088430.52,-55947.46,-20268.58,25948.430108,922863.8099999999,-0.07002379903863777,0.023840226483175058,-0.0514019581148827,-0.018621840923755063
202008,NON PRIME,202205,922863.8099999999,-73189.15,-26425.13,22594.720774999998,782750.81,-0.10794039046779828,0.024483266685904607,-0.07930655553607634,-0.028633834931721943
202008,NON PRIME,202206,782750.81,-60547.10999999999,-17955.920000000002,18852.220121,720582.44,-0.10029121528472132,0.024084574401143064,-0.07735170532752306,-0.022939509957198255
202008,NON PRIME,202207,720711.72,-52756.96,-12354.58,14774.217208,552855.83,-0.09034339000342606,0.020499482383885752,-0.07320119617313842,-0.01714219383028765
202008,NON PRIME,202208,525911.62,-61352.15,-13119.22,10880.945043,459219.20999999996,-0.14160434409112313,0.02068968364494399,-0.11665866975899868,-0.02494567433212447
202008,NON PRIME,202209,459039.01,-30136.83,-9320.44,8630.147364999999,388181.81,-0.08595624585370207,0.018800466141210958,-0.0656520019943403,-0.02030424385936176
202008,NON PRIME,202210,306485.04,-21926.13,-7192.200000000001,7636.279380999999,284055.28,-0.09500734521985153,0.02491566759995855,-0.07154062071023108,-0.02346672450962044
202008,NON PRIME,202211,284055.27999999997,-21797.07,-6279.900000000001,6556.353999999999,257208.44,-0.09884333077702341,0.023081260802474787,-0.07673531011287663,-0.022108020664146785
202008,NON PRIME,202212,257158.44,-14199.03,-4221.89,5716.249513,223913.55,-0.07163257017735837,0.022228512169384755,-0.05521510396469974,-0.016417466212658625
202008,NON PRIME,202301,223913.55,-22466.070000000003,-5384.01,4848.5755340000005,199613.76,-0.12437871669668943,0.021653783498140247,-0.10033367788595199,-0.02404503881073745
202008,NON PRIME,202302,199613.76,-15093.249999999998,-4614.76,3799.0013860000004,178863.0,-0.09873071876407717,0.01903176106697254,-0.07561227242049845,-0.02311844634357872
202008,NON PRIME,202303,178918.23,-12870.02,-3109.91,3370.948105,149089.66999999998,-0.08931415205705981,0.0188407190536146,-0.07193241292404916,-0.017381739133010648
202008,NON PRIME,202304,149089.67,-14604.339999999998,-2481.26,2361.921481,95800.0,-0.11459948901892396,0.01584228793986867,-0.09795675314057639,-0.016642735878347574
202008,NON PRIME,202305,95800.0,-11417.28,-2213.46,1843.039281,77960.76000000001,-0.14228329853862215,0.019238405855949898,-0.11917828810020878,-0.02310501043841336
202008,NON PRIME,202306,77796.37,-12566.56,-1107.32,1228.590977,56957.08,-0.17576501320048737,0.015792394645148613,-0.161531444204916,-0.014233568995571388
202008,NON PRIME,202307,56957.08,-10136.929999999998,-945.6600000000001,788.674335,43910.21,-0.19457791726682613,0.01384681825332338,-0.17797488916215504,-0.016603028104671097
202008,NON PRIME,202308,43910.21,-9436.789999999999,-532.51,310.22389799999996,35208.56,-0.22703831295728258,0.007064960472746543,-0.21491106510308194,-0.012127247854200652
202008,NON PRIME,202309,34625.259999999995,-846.33,-152.53,181.41431,21775.64,-0.028847725619966468,0.0052393631123636335,-0.02444256014250868,-0.004405165477457788
202008,NON PRIME,202310,21775.64,-1444.2900000000002,-246.82999999999998,170.479209,20306.579999999998,-0.07766109285421692,0.007828895453819039,-0.0663259495472923,-0.011335143306924618
202008,NON PRIME,202311,20306.58,-1817.18,-190.84,138.941903,18470.34,-0.09888518893875778,0.0068422108991272775,-0.08948724994558413,-0.00939793899317364
202008,NON PRIME,202312,18470.63,-680.23,-142.95999999999998,109.570996,12903.46,-0.04456751069129748,0.0059321742680135976,-0.03682765558077878,-0.007739855110518698
202008,NON PRIME,202401,12903.46,1089.57,21.36,94.751616,12026.599999999999,0.08609551236645054,0.007343116962427132,0.08444014241141523,0.001655369955035316
202008,NON PRIME,202402,12026.6,-41.25,-150.59,80.469416,11502.17,-0.015951307934079458,0.006690953054063492,-0.0034298970615136448,-0.012521410872565813
202008,NON PRIME,202403,11502.17,-516.68,-140.13,74.270234,10177.59,-0.05710313792962545,0.0064570627977155615,-0.044920219402078035,-0.01218291852754741
202008,NON PRIME,202404,10177.59,-44.43,-121.83,57.329706,9460.84,-0.016335890913271214,0.005632935301972275,-0.004365473555134369,-0.011970417358136847
202008,NON PRIME,202405,9460.84,-468.72999999999996,-50.72,44.366239,9003.43,-0.0549052726819183,0.004689460872396109,-0.04954422651688433,-0.005361046165033971
202008,NON PRIME,202406,9003.43,-480.75,-68.92,31.184117,8504.83,-0.0610511771624814,0.0034635818793504252,-0.05339631673706576,-0.0076548604254156475
202008,NON PRIME,202407,8504.83,-484.82,-49.220000000000006,13.024738,7933.27,-0.06279255434852901,0.0015314518926304228,-0.057005254661174884,-0.005787299687354128
202008,NON PRIME,202408,7933.27,-304.06,-21.740000000000002,2.325158,7725.01,-0.041067554740983225,0.0002930894826471304,-0.03832719672972179,-0.0027403580112614345
202008,NON PRIME,202409,7725.01,-117.66,-7.79,0.0,7599.56,-0.01623946117869103,0.0,-0.01523104824459774,-0.0010084129340932892
202008,NON PRIME,202410,7599.5599999999995,-134.45,-14.6,0.0,7468.16,-0.01961297759343962,0.0,-0.01769181373658475,-0.0019211638568548707
202008,NON PRIME,202411,7468.16,476.07000000000005,37.459999999999994,0.0,7336.77,0.06876258676836063,0.0,0.06374662567486504,0.005015961093495586
202008,NON PRIME,202412,7336.77,385.83,38.94,0.0,7215.2300000000005,0.0578960496240171,0.0,0.052588536917471854,0.005307512706545251
202008,NON PRIME,202501,7215.2300000000005,-38.58,0.0,0.0,7176.59,-0.005347022894627059,0.0,-0.005347022894627059,0.0
202008,NON PRIME,202502,7176.59,2378.46,115.34,0.0,7174.13,0.34749093929010855,0.0,0.3314192394995395,0.01607169979056906
202008,NON PRIME,202503,7174.13,328.29,0.0,0.0,6886.63,0.04576025246266795,0.0,0.04576025246266795,0.0
202008,NON PRIME,202504,6886.63,-7.4,-7.19,0.0,6836.9,-0.0021185979208989012,0.0,-0.0010745458954524929,-0.0010440520254464086
202008,NON PRIME,202505,6836.9,675.53,18.09,0.0,6822.32,0.10145241264315699,0.0,0.09880647661952055,0.0026459360236364437
202008,NON PRIME,202506,6822.32,970.45,15.43,0.0,6815.02,0.14450802659505857,0.0,0.14224633262585162,0.002261693969206956
202008,NON PRIME,202507,6815.02,-14.58,0.0,0.0,6800.44,-0.002139392107433287,0.0,-0.002139392107433287,0.0
202008,NON PRIME,202508,6800.44,770.87,-3.5,0.0,6818.84,0.11284122792054632,0.0,0.11335590050055586,-0.0005146725800095288
202008,NON PRIME,202509,6818.84,762.45,-4.949999999999999,0.0,5448.82,0.11108927618187257,0.0,0.1118152061054373,-0.0007259299235647117
202008,NRP-S,202008,0.0,0.0,0.0,79.387419,28205.02,,inf,,
202008,NRP-S,202009,28205.02,-852.39,-583.44,554.079575,27323.27,-0.050906895297361955,0.019644714841542392,-0.030221215939573876,-0.020685679357788082
202008,NRP-S,202010,27323.27,-1653.41,-519.2,569.660991,25720.32,-0.07951500680555439,0.02084893173474478,-0.06051288883065607,-0.01900211797489832
202008,NRP-S,202011,25720.32,-3632.17,-544.39,490.40724,22063.85,-0.16238367174280882,0.01906691829650642,-0.14121791641783618,-0.02116575532497263
202008,NRP-S,202012,22063.85,-605.81,-462.54,478.851573,21485.94,-0.048420833172814357,0.021702992587422414,-0.0274571301019541,-0.020963703070860255
202008,NRP-S,202101,21485.94,-738.54,-439.03,446.521912,20754.88,-0.054806538601522674,0.02078205151834176,-0.03437317613285711,-0.020433362468665554
202008,NRP-S,202102,20754.88,-155.12,-113.67,393.569822,20879.66,-0.01295068918731402,0.018962760661588984,-0.007473904932237623,-0.005476784255076396
202008,NRP-S,202103,20879.66,-1812.48,-761.93,451.087066,18766.17,-0.12329750580229754,0.021604138477350685,-0.08680601120899478,-0.03649149459330276
202008,NRP-S,202104,18766.17,-538.58,-293.82,366.574792,17269.18,-0.04435641369549568,0.019533809615920564,-0.028699516203892435,-0.015656897491603244
202008,NRP-S,202105,17269.18,-672.02,-350.97,319.297536,14007.03,-0.05923790243659514,0.01848944396896668,-0.03891441284415357,-0.020323489592441565
202008,NRP-S,202106,14007.03,-425.96,-268.57,279.206559,13230.59,-0.04958438726839308,0.019933316270472755,-0.030410443898528094,-0.019173943369864988
202008,NRP-S,202107,13230.59,-524.61,-306.08,285.787617,12685.69,-0.06278555982764185,0.02160051947796735,-0.039651292950654504,-0.023134266876987344
202008,NRP-S,202108,12685.69,-388.35,-260.87,257.8952,11544.78,-0.05117735022690922,0.02032961549588552,-0.030613234282092658,-0.02056411594481656
202008,NRP-S,202109,11544.78,-405.02,-244.2,242.160628,11137.72,-0.05623493908069274,0.020975768096057265,-0.035082522144207165,-0.021152416936485577
202008,NRP-S,202110,11137.72,-405.25,-243.97,247.805478,10736.31,-0.05829020661320271,0.022249210610430142,-0.036385364329503705,-0.021904842283699
202008,NRP-S,202111,10736.31,-1756.29,-247.24,204.120264,8964.68,-0.18661253261129757,0.019012143278277174,-0.1635841364491152,-0.023028396162182354
202008,NRP-S,202112,8964.68,-293.9,-188.85,200.196544,8682.13,-0.05385022108987716,0.0223316999602886,-0.03278421538749849,-0.021066005702378668
202008,NRP-S,202201,8682.130000000001,-226.15,-104.92,188.890643,8539.95,-0.038132347707302235,0.021756256010909764,-0.026047755562287132,-0.012084592145015104
202008,NRP-S,202202,8539.95,-341.2,-292.78,165.644463,8072.28,-0.07423696860051873,0.019396420705039254,-0.039953395511683316,-0.03428357308883541
202008,NRP-S,202203,8072.280000000001,-140.81,-93.12,193.596189,8031.94,-0.028979420931880457,0.02398283867754835,-0.017443646652494708,-0.01153577427938575
202008,NRP-S,202204,8031.94,-289.4,-247.89,167.863951,7662.5,-0.0668941750062874,0.02089955241199511,-0.03603114565098843,-0.030863029355298967
202008,NRP-S,202205,7662.5,-226.89,-158.72,172.78251,7449.69,-0.05032430668841762,0.022549104078303427,-0.02961044045676998,-0.020713866231647636
202008,NRP-S,202206,7449.69,-3433.73,-236.57,127.63858,3960.66,-0.4926782188252129,0.01713340823577894,-0.4609225350316591,-0.03175568379355383
202008,NRP-S,202207,3960.66,-147.91,-71.85,89.166247,3830.07,-0.055485701877969834,0.022512976877591108,-0.0373447859700151,-0.018140915907954733
202008,NRP-S,202208,3830.07,-57.93,-10.15,83.779347,3845.76,-0.01777513204719496,0.021874103345369666,-0.01512504993381322,-0.0026500821133817395
202008,NRP-S,202209,3845.76,-203.51,-167.93,78.58605,3552.9,-0.09658429023131967,0.0204344654892661,-0.05291801880512564,-0.043666271426194045
202008,NRP-S,202210,3552.9,-139.4,-80.36,79.903296,3413.05,-0.061853696979931885,0.02248959891919277,-0.03923555405443441,-0.02261814292549748
202008,NRP-S,202211,3413.05,-158.18,-61.58,72.566022,3265.86,-0.06438815722008173,0.0212613416152708,-0.04634564392552116,-0.018042513294560584
202008,NRP-S,202212,3265.86,-150.27,-69.49,73.391692,3119.49,-0.06729008591917596,0.02247239379520249,-0.046012382649593064,-0.021277703269582896
202008,NRP-S,202301,3119.49,-135.55,-84.21,68.051944,2901.02,-0.07044741287838717,0.021815086440411736,-0.043452615651917464,-0.026994797226469712
202008,NRP-S,202302,2901.02,-66.76,-11.32,57.91915,2948.94,-0.026914671391441634,0.01996509848260267,-0.02301259556983406,-0.0039020758216075724
202008,NRP-S,202303,2948.94,0.0,0.0,67.086994,3016.02,0.0,0.022749528305085896,0.0,0.0
202008,NRP-S,202304,3016.02,0.0,-10.0,57.917168,3063.94,-0.0033156278804517213,0.019203177697760625,0.0,-0.0033156278804517213
202008,NRP-S,202305,3063.94,0.0,0.0,59.12316,3115.87,0.0,0.019296448363871354,0.0,0.0
202008,NRP-S,202306,3115.87,0.0,0.0,53.928164,3115.87,0.0,0.017307578300763512,0.0,0.0
202008,NRP-S,202307,3115.87,0.0,0.0,54.801498,3115.87,0.0,0.017587864063648356,0.0,0.0
202008,NRP-S,202308,3115.87,0.0,-155.0,51.133553,3016.63,-0.04974533597358041,0.01641068240972826,0.0,-0.04974533597358041
202008,NRP-S,202309,3016.63,0.0,-151.68,47.600934,2918.47,-0.05028127413703371,0.015779506933233444,0.0,-0.05028127413703371
202008,NRP-S,202310,2918.47,-179.72,-80.28,47.961948,2713.07,-0.08908777544398264,0.016433935589538356,-0.06158021154920215,-0.027507563894780488
202008,NRP-S,202311,2713.07,105.4,54.6,43.145376,2828.44,0.058973782467831644,0.015902787616980024,0.03884897920068409,0.020124803267147547
202008,NRP-S,202312,2828.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202008,NRP-S,202401,0.0,0.0,0.0,0.0,0.0,,,,
202008,NRP-S,202402,0.0,0.0,0.0,0.0,0.0,,,,
202008,NRP-S,202403,0.0,0.0,0.0,0.0,0.0,,,,
202009,NON PRIME,202009,714749.26,-292631.75,-7312.099999999999,223144.910279,9539842.1,-0.4196490528720519,0.3122002676561008,-0.40941875196904715,-0.010230300903004782
202009,NON PRIME,202010,9539842.1,-467816.26,-385681.77999999997,385892.29631,9074425.64,-0.08946668414983515,0.04045059575042652,-0.04903815546381004,-0.0404285286860251
202009,NON PRIME,202011,9074425.639999999,-468865.48,-393699.39999999997,354300.370715,8566629.75,-0.09505448765790978,0.039043834262440444,-0.05166888777326518,-0.043385599884644604
202009,NON PRIME,202012,8566629.75,-458726.69,-307427.73,343766.113219,8148510.22,-0.08943475349801361,0.04012851299182155,-0.05354809340277605,-0.03588666009523757
202009,NON PRIME,202101,8148510.220000001,-415496.05000000005,-265068.8,318663.763199,7787467.43,-0.08352015664527203,0.039106996812357186,-0.05099043123001692,-0.032529725415255104
202009,NON PRIME,202102,7787467.43,-391428.86,-228223.37,285391.822491,7450737.09,-0.07957044258225553,0.036647578311733625,-0.05026394826283081,-0.029306494319424718
202009,NON PRIME,202103,7450737.09,-590682.3400000001,-321927.45999999996,281535.202504,6488739.0200000005,-0.12248584119614937,0.03778622156482507,-0.07927837646999837,-0.043207464726151
202009,NON PRIME,202104,6488739.02,-426225.19,-209242.56,219454.436699,5457317.26,-0.09793393570635547,0.03382081418632862,-0.06568690598994072,-0.032247029716414764
202009,NON PRIME,202105,5457317.26,-354531.83999999997,-151296.23,192627.007453,4945317.97,-0.092688045407864,0.03529701468244857,-0.0649644913625564,-0.027723554045307606
202009,NON PRIME,202106,4945317.97,-397295.76,-177964.69,161151.776448,4341680.85,-0.11632425932765654,0.03258673707648368,-0.08033775834236197,-0.03598650098529459
202009,NON PRIME,202107,4341680.85,-279781.24,-119976.68999999999,143353.004877,3951589.9,-0.09207446235943391,0.033017858711793614,-0.06444076606874502,-0.027633696290688892
202009,NON PRIME,202108,3951595.62,-294342.87000000005,-133493.11000000002,118079.632239,3382545.29,-0.10826917051800966,0.02988150701488023,-0.0744870928873031,-0.03378207763070656
202009,NON PRIME,202109,3382545.29,-254451.05000000002,-92011.09,99679.082969,3065965.1799999997,-0.10242646004600874,0.029468661739337716,-0.0752247281809492,-0.02720173186505952
202009,NON PRIME,202110,2968150.2,-152262.78999999998,-67300.56999999999,88361.269311,2790807.78,-0.0739731297964638,0.02976981060830412,-0.051298883055176915,-0.022674246741286874
202009,NON PRIME,202111,2790807.7800000003,-162441.88999999998,-81438.63,77101.568761,2578400.52,-0.08738707185344022,0.027626972130986388,-0.05820604742616848,-0.029181024427271732
202009,NON PRIME,202112,2578400.52,-131297.33000000002,-57798.79,71094.185922,2428281.94,-0.07333853624882143,0.027572979981403355,-0.050922007260532205,-0.02241652898828922
202009,NON PRIME,202201,2102417.39,-113757.72,-52873.18,53809.182919,1708991.32,-0.07925681208335134,0.025593958257261178,-0.05410805701145765,-0.02514875507189369
202009,NON PRIME,202202,1625711.51,-120562.51999999999,-44977.03,44104.405489000004,1488963.67,-0.10182590759906718,0.02712929398463815,-0.07415984893900393,-0.027666058660063247
202009,NON PRIME,202203,1488963.67,-117505.66,-36179.27,41497.427901999996,1348612.14,-0.10321603750076723,0.027870006997551523,-0.078917748208054,-0.024298289292713233
202009,NON PRIME,202204,1348258.07,-80806.39,-26715.38,31830.988996,1132443.37,-0.07974865672415371,0.023608973463070018,-0.05993391903079801,-0.019814737693355695
202009,NON PRIME,202205,1132443.3699999999,-84025.53,-31434.620000000003,27296.130404,955970.29,-0.10195666561233875,0.024103748696943674,-0.07419843872634445,-0.027758226885994313
202009,NON PRIME,202206,955970.29,-77859.1,-21697.28,22760.325523,867417.05,-0.1041417092575126,0.023808611795874953,-0.08144510432431953,-0.022696604933193056
202009,NON PRIME,202207,867105.88,-54972.53,-14550.279999999999,18371.824445000002,681060.28,-0.08017799394925104,0.021187521465083365,-0.06339771332193019,-0.01678028062732085
202009,NON PRIME,202208,654438.62,-77830.97,-17071.43,14328.112853,564839.64,-0.14501344679200012,0.021893745899348057,-0.11892783772449127,-0.026085609067508883
202009,NON PRIME,202209,564903.75,-56599.48,-11657.84,10439.772976,440030.52999999997,-0.12082999980085105,0.018480622541450647,-0.10019313909670453,-0.0206368607041465
202009,NON PRIME,202210,323539.71,-28052.84,-8086.2,8764.707926,293554.83,-0.11169893179418378,0.027090053106618654,-0.08670601825043361,-0.02499291354375016
202009,NON PRIME,202211,293554.83,-23830.4,-7271.2699999999995,7585.403903,265254.64,-0.10594841856289675,0.025839819780856612,-0.08117870177779055,-0.024769716785106206
202009,NON PRIME,202212,265253.73,-14947.980000000001,-5426.34,6655.447509,231505.28,-0.07681068236062129,0.02509087246011583,-0.05635351480260052,-0.02045716755802077
202009,NON PRIME,202301,231505.28,-21835.39,-5985.42,5698.971606,208880.3,-0.1201735442059896,0.0246170264712753,-0.09431918788202152,-0.025854356323968077
202009,NON PRIME,202302,208880.30000000002,-21731.07,-4804.469999999999,4621.884584,175046.59,-0.12703706381118754,0.02212695301567453,-0.10403599573535656,-0.023001068075830987
202009,NON PRIME,202303,175066.59,-18426.149999999998,-3629.92,4073.484982,136274.43,-0.12598674595763817,0.023268203156296127,-0.10525223573498517,-0.02073451022265299
202009,NON PRIME,202304,136274.43,-11951.98,-2872.73,3081.540927,114651.56,-0.10878570543278002,0.022612759613083688,-0.08770522833960855,-0.021080477093171478
202009,NON PRIME,202305,114651.56,-17776.38,-2992.52,2611.03768,91198.56999999999,-0.18114799310188193,0.022773677741497803,-0.15504699630776939,-0.026100996794112527
202009,NON PRIME,202306,91199.19,-13098.619999999999,-1882.5,1913.204897,72938.83,-0.16426812562699294,0.02097831019113218,-0.14362649492829924,-0.020641630698693705
202009,NON PRIME,202307,72938.83,-12141.09,-1549.18,1523.227646,60138.64,-0.18769522351811785,0.020883631475854494,-0.1664557821944772,-0.021239441323640647
202009,NON PRIME,202308,60138.64,-10487.55,-1044.11,1022.005832,47985.73,-0.19175126008835583,0.016994162688082074,-0.17438954389390912,-0.017361716194446698
202009,NON PRIME,202309,44281.01,-8817.82,-806.9200000000001,522.198454,32672.24,-0.21735592751836508,0.011792830696499468,-0.19913321760276018,-0.018222709915604908
202009,NON PRIME,202310,32672.239999999998,-3616.8900000000003,-103.47000000000001,315.046852,28995.34,-0.1138691439582961,0.009642646234234322,-0.1107022352921012,-0.003166908666194911
202009,NON PRIME,202311,28995.34,-746.44,-207.20000000000002,279.842847,28302.04,-0.03288942292106249,0.009651304209572987,-0.025743447050457075,-0.007145975870605415
202009,NON PRIME,202312,28302.04,-395.49,-193.23000000000002,267.96065699999997,20354.09,-0.02080132739548103,0.009467891961144849,-0.01397390435459776,-0.0068274230408832725
202009,NON PRIME,202401,20354.09,-898.74,199.62,238.16352500000002,19430.31,-0.03434788782008923,0.011701015618973878,-0.04415525331763788,0.00980736549754865
202009,NON PRIME,202402,19430.31,-625.73,-121.81,204.768425,18836.510000000002,-0.038472880772360295,0.010538608236307088,-0.0322038094091139,-0.0062690713632463915
202009,NON PRIME,202403,18836.51,-476.33,-179.52,196.63897400000002,16027.31,-0.034818020960358374,0.01043924665450235,-0.025287593083856832,-0.00953042787650154
202009,NON PRIME,202404,16027.31,-164.05,-148.75,154.373736,15054.34,-0.019516687454101782,0.009631918019929733,-0.010235654018047945,-0.009281033436053836
202009,NON PRIME,202405,15054.34,-421.41999999999996,-78.08,122.90755300000001,14421.96,-0.033179800642206825,0.008164260472395336,-0.02799325642970731,-0.005186544212499518
202009,NON PRIME,202406,14421.96,-596.84,-59.01,93.827031,13825.02,-0.04547578831171353,0.00650584462860804,-0.04138411145225753,-0.004091676859455997
202009,NON PRIME,202407,13825.02,-776.1,-130.7,65.882667,13054.45,-0.06559122518448436,0.0047654663067395195,-0.05613735097670745,-0.009453874207776913
202009,NON PRIME,202408,13054.449999999999,-589.15,-43.66,39.020345,12072.68,-0.04847465806678949,0.002989045497895354,-0.04513020464286125,-0.003344453423928239
202009,NON PRIME,202409,12072.68,-631.6800000000001,-13.37,7.231941,10511.07,-0.05343055560157314,0.0005990336031436267,-0.05232309644585958,-0.0011074591557135615
202009,NON PRIME,202410,10511.07,-37.23,-30.0,0.0,10482.11,-0.0063961138114387965,0.0,-0.0035419800267717746,-0.0028541337846670223
202009,NON PRIME,202411,10482.11,-88.96,-8.27,0.0,10384.88,-0.009275804203542987,0.0,-0.00848684091275516,-0.0007889632907878279
202009,NON PRIME,202412,10384.88,1943.22,5.490000000000002,0.0,10369.33,0.18764877398679622,0.0,0.18712012079099616,0.000528653195800048
202009,NON PRIME,202501,10369.33,-60.01,-44.45,0.0,10299.83,-0.010073939203400798,0.0,-0.0057872591575347685,-0.00428668004586603
202009,NON PRIME,202502,10299.83,-25.04,-4.96,0.0,10269.83,-0.0029126694324081077,0.0,-0.002431108086249967,-0.0004815613461581405
202009,NON PRIME,202503,10269.83,-67.22999999999999,0.0,0.0,10202.599999999999,-0.0065463595794672345,0.0,-0.0065463595794672345,0.0
202009,NON PRIME,202504,10202.6,626.52,1.18,0.0,10135.369999999999,0.061523533217023106,0.0,0.061407876423656714,0.0001156567933663968
202009,NON PRIME,202505,10135.369999999999,1023.0799999999999,-23.979999999999997,0.0,10148.359999999999,0.09857558234183854,0.0,0.10094155418105111,-0.0023659718392125793
202009,NON PRIME,202506,10148.359999999999,-53.2,-14.03,0.0,10081.13,-0.0066247157176134875,0.0,-0.005242226330165663,-0.0013824893874478242
202009,NON PRIME,202507,10081.13,211.78999999999996,11.71,0.0,10013.9,0.022170133705249312,0.0,0.021008557572414994,0.0011615761328343155
202009,NON PRIME,202508,10013.9,823.72,25.39,0.0,9275.26,0.08479313753882105,0.0,0.08225766185002846,0.0025354756887925787
202009,NON PRIME,202509,9275.26,-41.82,-25.41,0.0,9233.44,-0.007248314332967486,0.0,-0.004508768487352376,-0.0027395458456151095
202009,NRP-S,202009,17831.29,-1478.91,-21.09,2810.894997,388743.45999999996,-0.08412178816002655,0.15763834231847498,-0.08293903581849658,-0.0011827523415299734
202009,NRP-S,202010,388743.45999999996,-15810.75,-6748.72,6756.113632,373013.08,-0.0580317672739755,0.017379362811659905,-0.040671423771347824,-0.017360343502627672
202009,NRP-S,202011,373013.08,-20025.449999999997,-7176.2,6237.106446,352087.95,-0.07292411837139866,0.01672087865122585,-0.053685650916048294,-0.019238467455350357
202009,NRP-S,202012,352087.95,-12842.98,-5930.74,6158.99798,339473.66000000003,-0.05332110911492427,0.017492782641382643,-0.03647662466153698,-0.016844484453387286
202009,NRP-S,202101,339473.66000000003,-11526.599999999999,-5235.85,5803.9144830000005,328833.82,-0.049377763211437366,0.017096803572330177,-0.03395432800294432,-0.015423435208493054
